Node	HOG	change	pvalue	direction	significant
21	N0.HOG0009701	-1	0.0450356	contraction	TRUE
21	N0.HOG0009716	-1	0.0450356	contraction	TRUE
21	N0.HOG0009720	-1	0.0450356	contraction	TRUE
21	N0.HOG0009777	-1	0.0450356	contraction	TRUE
21	N0.HOG0009794	-1	0.0450356	contraction	TRUE
21	N0.HOG0009823	-1	0.0450356	contraction	TRUE
21	N0.HOG0009832	-1	0.0450356	contraction	TRUE
21	N0.HOG0009833	-1	0.0450356	contraction	TRUE
21	N0.HOG0009942	-1	0.0450356	contraction	TRUE
21	N0.HOG0009953	-1	0.0450356	contraction	TRUE
21	N0.HOG0010017	-1	0.0450356	contraction	TRUE
21	N0.HOG0010019	-1	0.0450356	contraction	TRUE
21	N0.HOG0010046	-1	0.0450356	contraction	TRUE
21	N0.HOG0010065	-1	0.0450356	contraction	TRUE
21	N0.HOG0010226	-1	0.0450356	contraction	TRUE
21	N0.HOG0010286	-1	0.0450356	contraction	TRUE
21	N0.HOG0010294	-1	0.0450356	contraction	TRUE
21	N0.HOG0010392	-1	0.0450356	contraction	TRUE
21	N0.HOG0010401	-1	0.0450356	contraction	TRUE
21	N0.HOG0010404	-1	0.0450356	contraction	TRUE
21	N0.HOG0010467	-1	0.0450356	contraction	TRUE
21	N0.HOG0010528	-1	0.0450356	contraction	TRUE
21	N0.HOG0010685	-1	0.0450356	contraction	TRUE
21	N0.HOG0010696	-1	0.0450356	contraction	TRUE
21	N0.HOG0010772	-1	0.0450356	contraction	TRUE
21	N0.HOG0010817	-1	0.0450356	contraction	TRUE
21	N0.HOG0010971	-1	0.0450356	contraction	TRUE
21	N0.HOG0010975	-1	0.0450356	contraction	TRUE
21	N0.HOG0011073	-1	0.0450356	contraction	TRUE
21	N0.HOG0011218	-1	0.0450356	contraction	TRUE
21	N0.HOG0011236	-1	0.0450356	contraction	TRUE
21	N0.HOG0011244	-1	0.0450356	contraction	TRUE
21	N0.HOG0011366	-1	0.0450356	contraction	TRUE
21	N0.HOG0011472	-1	0.0450356	contraction	TRUE
21	N0.HOG0011493	-1	0.0450356	contraction	TRUE
21	N0.HOG0011508	-1	0.0450356	contraction	TRUE
21	N0.HOG0011809	-1	0.0450356	contraction	TRUE
21	N0.HOG0011956	-1	0.0450356	contraction	TRUE
21	N0.HOG0012216	-1	0.0450356	contraction	TRUE
21	N0.HOG0012234	-1	0.0450356	contraction	TRUE
21	N0.HOG0012643	-1	0.0450356	contraction	TRUE
