gene_dmel,symbol_dmel,description_dmel,genetype_dmel,highest_tissue_Female,highest_tissue_Larva,highest_tissue_Male,top_log2_enrich_Female,top_log2_enrich_Larva,top_log2_enrich_Male,tau_Female,tau_Larva,tau_Male
FBgn0262881,Mtkl,Mtk-like,PROTEIN_CODING,Eye,Fat Body,Fat Body,-0.649008807548865,2.3781474372716254,-3.262523342191133,0.7171268045840155,0.9843885450093532,0.7359879731709197
FBgn0262882,CG43237,NA,PROTEIN_CODING,Brain,Fat Body,Tubule,16.095087911388998,0.8744675565607446,-4.234937078115541,0.9285714285714286,1,0.7978789769182782
FBgn0262883,lncRNA:CR43238,long non-coding RNA:CR43238,ncRNA,Ovary,Fat Body,Brain,0.8365001341725956,0,0,0.98875,NA,NA
FBgn0262885,CR43240,NA,PSEUDO,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0262886,lncRNA:CR43241,long non-coding RNA:CR43241,ncRNA,Tubule,Tubule,Hindgut,1.8208194458081142,0.7455896952433672,1.4380290200526171,0.48599726775956287,0.2985312899106003,0.4828486730660643
FBgn0262887,lncRNA:CR43242,long non-coding RNA:CR43242,ncRNA,Ganglion,Midgut,Ganglion,1.9830458594689278,0.9844023777380039,2.4528574907285288,0.614066193853428,0.6345108695652174,0.4589041095890411
FBgn0262888,asRNA:CR43243,antisense RNA:CR43243,ncRNA,Salivary Gland,Hindgut,Salivary Gland,4.439609375515113,3.039514283917369,2.177536401770574,0.6941244239631337,0.7263513513513513,0.7894736842105263
FBgn0262889,CG43244,NA,PROTEIN_CODING,Salivary Gland,Salivary Gland,Eye,17.81128060817996,17.375183707216244,18.375179464014256,0.8695652173913043,1,1
FBgn0262890,CG43245,NA,PROTEIN_CODING,Hindgut,Hindgut,Ganglion,0.4150254771708145,1.5360434481638434,16.095087911388998,0.8125,0.9568965517241379,0.8775510204081634
FBgn0262891,CG43246,NA,PROTEIN_CODING,Tubule,Fat Body,Fat Body,18.14569834947893,-18.71398048935239,-4.969622118685577,0.9655172413793103,NA,0.7922077922077922
FBgn0262892,lncRNA:CR43247,long non-coding RNA:CR43247,ncRNA,Ganglion,Fat Body,Fat Body,0.9999896951458314,-0.6520748229552447,-3.952530851326189,0.9285714285714286,1,0.9413265306122449
FBgn0262893,CG43248,NA,PROTEIN_CODING,Salivary Gland,Salivary Gland,Tubule,2.999987376489399,2.902470777786474,3.5360265340310257,0.7125,0.9236196319018405,0.6699507389162561
FBgn0262894,CG43249,NA,PROTEIN_CODING,Brain,Fat Body,Salivary Gland,0,0,-6.562239321119206,NA,NA,0.7701863354037267
FBgn0262895,lncRNA:CR43250,long non-coding RNA:CR43250,ncRNA,Ovary,Fat Body,Salivary Gland,0.9742545550383082,0,-3.6465952451066572,0.9754443674976916,NA,0.9727891156462585
FBgn0262896,CG43251,NA,PROTEIN_CODING,Hindgut,Fat Body,Fat Body,1.8300721181820894,0,-4.336232453812287,0.84765625,NA,0.9636049677890682
FBgn0262897,lncRNA:CR43252,long non-coding RNA:CR43252,ncRNA,Ganglion,Fat Body,Ganglion,3.627263834578874,1.6918738733143326,0.1041571775553721,0.9241329479768786,0.8511904761904762,0.8535891968727789
FBgn0262898,lncRNA:CR43253,long non-coding RNA:CR43253,ncRNA,Fat Body,Fat Body,Fat Body,2.509004499462956,1.4020968421261184,-1.1951701931439302,0.7989864864864865,0.9932432432432432,0.8277703604806409
FBgn0262899,CG43254,NA,PROTEIN_CODING,Brain,Hindgut,Fat Body,-0.4150314881371694,15.872698924987581,-2.6689843134524867,0.7708333333333334,1,0.9296637941497755
FBgn0262900,CG43255,NA,PROTEIN_CODING,Fat Body,Hindgut,Eye,0.9982793473850757,0.1604637788886013,2.4914361605506206,0.8613514319809069,0.7105263157894737,0.9248872759265369
FBgn0262901,lncRNA:CR43256,long non-coding RNA:CR43256,ncRNA,Brain,Tubule,Brain,1.9119410356512005,1.3219252095040133,2.7854889962755562,0.5454545454545454,0.58,0.579062159214831
FBgn0262902,asRNA:CR43257,antisense RNA:CR43257,ncRNA,Ovary,Fat Body,Fat Body,0.4313387467127765,-0.7258228428454412,1.3590772659750898,0.7879213483146068,0.5576923076923077,0.6803874092009685
FBgn0262903,lncRNA:CR43258,long non-coding RNA:CR43258,ncRNA,Hindgut,Fat Body,Ganglion,13.287856641840545,-14.872722969303823,-4.459362764537201,1,NA,0.8571428571428571
FBgn0262904,asRNA:CR43259,antisense RNA:CR43259,ncRNA,Ganglion,Midgut,Ganglion,5.224464011249697,1.9556026359500767,3.043271895846162,0.8302415875754962,0.869140625,0.800377693845812
FBgn0262905,lncRNA:CR43260,long non-coding RNA:CR43260,ncRNA,Brain,Fat Body,Tubule,17.87268089148742,0.6415439575322127,-1.980888342287767,0.8072916666666666,0.8012820512820513,0.7255639097744362
FBgn0262937,Rabex-5,Rabaptin-5-associated exchange factor for Rab5,PROTEIN_CODING,Midgut,Midgut,Midgut,0.2775339245245481,0.8235531713440452,0.6302863554209326,0.2325,0.49029126213592233,0.23465881197839966
FBgn0262943,lncRNA:CR43262,long non-coding RNA:CR43262,ncRNA,Brain,Fat Body,Fat Body,16.095087911388998,19.497167694764975,-4.525853298760641,1,1,0.867595818815331
FBgn0262944,lncRNA:CR43263,long non-coding RNA:CR43263,ncRNA,Tubule,Fat Body,Tubule,18.332110870704433,0.48541858333990234,-2.710967475265442,0.9886363636363636,1,0.8673469387755102
FBgn0262945,lncRNA:CR43264,long non-coding RNA:CR43264,ncRNA,Ovary,Fat Body,Tubule,-0.3517349068605676,0.4413497418226606,-3.3362089235119226,0.7031144781144781,0.9599914770864748,0.8816065507207147
FBgn0262947,lncRNA:CR43266,long non-coding RNA:CR43266,ncRNA,Brain,Midgut,Brain,2.2199650174564693,-0.08061843016716967,1.236267252060729,0.5748106060606061,0.2011494252873563,0.47601212769752094
FBgn0262948,CG43267,NA,PROTEIN_CODING,Ganglion,Salivary Gland,Midgut,1.8534489651535047,20.89504343314248,-2.644119118275143,0.5479559748427674,0.8307692307692307,0.5133724722765819
FBgn0262951,lncRNA:CR43270,long non-coding RNA:CR43270,ncRNA,Midgut,Midgut,Midgut,4.397206406312908,2.4541711754788693,5.614681579357924,0.9775423728813559,0.9927007299270073,0.9790087463556851
FBgn0262952,mt:ND4,mitochondrial NADH-ubiquinone oxidoreductase chain 4,PROTEIN_CODING,NA,NA,NA,NA,NA,NA,NA,NA,NA
FBgn0262954,Polr2K,"RNA polymerase II, I and III subunit K",PROTEIN_CODING,Ovary,Fat Body,Fat Body,-0.11935398712968857,0.19811277540414018,0.06996428887179186,0.5693884278290545,0.2045603138280484,0.5480215852160591
FBgn0262955,Polr2B,RNA polymerase II subunit B,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.35663375571368094,1.0678585548549533,0.8829941844189062,0.4695458404074702,0.4749719835636907,0.27433022340152363
FBgn0262960,CG43271,NA,PROTEIN_CODING,Ovary,Fat Body,Fat Body,-0.2630328028490999,1.231321945187967,-3.4710419367173992,0.9166666666666666,1,0.908994708994709
FBgn0262961,CG43272,NA,PROTEIN_CODING,Ganglion,Hindgut,Fat Body,19.82687274194164,18.71398048935239,-3.179735813319523,0.9637096774193549,0.813953488372093,0.8645344017684443
FBgn0262962,CG43273,NA,PROTEIN_CODING,Hindgut,Midgut,Salivary Gland,0.928598869379071,0.2765175761286832,1.7249925366821464,0.4736088379705401,0.36143410852713176,0.5457142857142857
FBgn0262963,lncRNA:CR43274,long non-coding RNA:CR43274,ncRNA,Eye,Fat Body,Eye,1.678052068316183,0,-0.35363521223801325,0.9375,NA,0.865079365079365
FBgn0262964,CR43275,NA,PSEUDO,Ganglion,Fat Body,Ganglion,4.807350830386724,2.9097520817683207,4.7921708209200915,0.968093487394958,0.9890631288894393,0.9861321006311672
FBgn0262965,CR43276,NA,PSEUDO,Ganglion,Fat Body,Ganglion,2.8684914437035016,1.172264741581474,3.686492210704619,0.9206431535269709,0.9889510901591043,0.9361997226074896
FBgn0262966,CG43277,NA,PROTEIN_CODING,Midgut,Fat Body,Fat Body,1.2223889863584787,-0.9736240715045879,-3.1248103410268806,0.8504464285714286,1,0.8863095238095238
FBgn0262967,lncRNA:CR43278,long non-coding RNA:CR43278,ncRNA,Ovary,Fat Body,Tubule,0,-0.6995789634106659,-3.464302925379944,0.9090909090909091,0.9912790697674418,0.8744186046511627
FBgn0262968,lncRNA:CR43279,long non-coding RNA:CR43279,ncRNA,Brain,Fat Body,Tubule,-0.1926425017357542,-1.2272578972924606,-3.1682121472659293,0.9464285714285714,0.9949324324324325,0.9044229791560753
FBgn0262969,lncRNA:CR43280,long non-coding RNA:CR43280,ncRNA,Brain,Fat Body,Eye,-15.609669328049094,1.4150074438209286,-4.857841707638386,NA,1,1
FBgn0262970,CR43281,NA,PSEUDO,Brain,Salivary Gland,Eye,14.872722969303823,0,0.4150254771708145,0.75,1,0.9285714285714286
FBgn0262971,lncRNA:CR43282,long non-coding RNA:CR43282,ncRNA,Hindgut,Hindgut,Hindgut,20.902422959733368,-0.01989954371344643,-1.2327899187214701,0.9285714285714286,0.7673611111111112,0.8764315852923448
FBgn0262972,lncRNA:cherub,cherub,ncRNA,Brain,Salivary Gland,Brain,5.219133421788354,-3.034268278250759,2.9249695688359734,0.9068791946308725,0.9519230769230769,0.9171326893746823
FBgn0262974,lncRNA:CR43285,long non-coding RNA:CR43285,ncRNA,Brain,Fat Body,Brain,3.9307036357095977,0,0.07800237138797465,0.944672131147541,NA,0.7869674185463659
FBgn0262975,cnc,cap-n-collar,PROTEIN_CODING,Tubule,Midgut,Midgut,1.2564134636050799,1.3953255662757775,1.248415491818355,0.4770994874490735,0.5567235031970548,0.5912648565078751
FBgn0262976,lawc,leg arista wing complex,PROTEIN_CODING,Ganglion,Midgut,Ganglion,1.2723459708296618,0.7796312890227655,1.4781602768903561,0.48065268065268063,0.5258697591436218,0.4892582719146934
FBgn0262979,lncRNA:CR43287,long non-coding RNA:CR43287,ncRNA,Ganglion,Fat Body,Eye,1.6780619866493214,0.9999927865788962,2.321889623789025,0.6328125,0.9,0.5619047619047619
FBgn0262980,CG43288,NA,PROTEIN_CODING,Brain,Fat Body,Tubule,15.609669328049094,-0.7369639911752786,-3.344696446447913,1,1,0.9707792207792207
FBgn0262981,lncRNA:CR43289,long non-coding RNA:CR43289,ncRNA,Salivary Gland,Fat Body,Salivary Gland,16.747157113536595,-18.41699951847436,-5.942504367971855,1,NA,0.826530612244898
FBgn0262982,CG43290,NA,PROTEIN_CODING,Brain,Fat Body,Tubule,14.287784512498185,0.090973607879060725,-3.5360520762875027,0.875,1,0.85
FBgn0262983,CG43291,NA,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,4.932789425444035,1.6432608884914917,1.3708371868323286,0.9695729537366549,0.9696782178217822,0.8596825396825397
FBgn0262984,CG43292,NA,PROTEIN_CODING,Brain,Fat Body,Tubule,-16.287730413124752,-2.2577927964344986,-2.9792405400160056,NA,1,0.9571428571428572
FBgn0262985,CG43293,NA,PROTEIN_CODING,Fat Body,Fat Body,Tubule,0.6490916501530951,-0.6838771754186322,-2.5533689439240286,0.6141304347826086,0.6967741935483871,0.855595667870036
FBgn0262986,CG43294,NA,PROTEIN_CODING,Midgut,Fat Body,Midgut,19.609642277804486,0.4150344936860912,20.56383771559438,0.9921875,0.90625,0.9870967741935485
FBgn0262987,CG43295,NA,PROTEIN_CODING,Ovary,Salivary Gland,Eye,0.8511364339902677,0.11174828548467326,0.12029398281475025,0.90722049689441,0.5481366459627329,0.54
FBgn0262988,CG43296,NA,PROTEIN_CODING,Brain,Fat Body,Salivary Gland,14.872722969303823,0.9999986389688683,-4.579719842089676,1,1,0.7950310559006211
FBgn0262989,lncRNA:CR43297,long non-coding RNA:CR43297,ncRNA,Brain,Fat Body,Fat Body,0,1.1154707438277645,-3.1765833853427807,NA,1,0.8392857142857143
FBgn0262990,lncRNA:CR43298,long non-coding RNA:CR43298,ncRNA,Ovary,Fat Body,Tubule,-0.10691500574448373,0,-1.850855319338015,0.9639423076923077,NA,0.9931972789115646
FBgn0262991,asRNA:CR43299,antisense RNA:CR43299,ncRNA,Brain,Fat Body,Fat Body,0,16.457653410847605,-5.108489435283792,NA,1,0.6428571428571429
FBgn0262992,lncRNA:CR43300,long non-coding RNA:CR43300,ncRNA,Ganglion,Fat Body,Salivary Gland,18.287716887964407,17.81128060817996,18.988154872101415,0.8984375,0.8043478260869565,0.9532967032967034
FBgn0262993,lncRNA:CR43301,long non-coding RNA:CR43301,ncRNA,Midgut,Midgut,Midgut,2.5809474355896596,1.6563465986252457,1.6620702654493966,0.681058495821727,0.775,0.5910780669144982
FBgn0262994,lncRNA:CR43302,long non-coding RNA:CR43302,ncRNA,Brain,Fat Body,Ganglion,0,0,16.872686902679185,NA,NA,1
FBgn0262995,lncRNA:CR43303,long non-coding RNA:CR43303,ncRNA,Brain,Fat Body,Tubule,0,0,-1.9107284259154327,NA,NA,0.9657142857142856
FBgn0262996,lncRNA:CR43304,long non-coding RNA:CR43304,ncRNA,Brain,Fat Body,Tubule,-16.287730413124752,17.45764539594195,-3.89917293848406,NA,1,0.777142857142857
FBgn0262998,lncRNA:CR43306,long non-coding RNA:CR43306,ncRNA,Brain,Fat Body,Tubule,14.872722969303823,-0.17896982347150342,-3.0168043362966004,1,1,0.9642857142857143
FBgn0262999,CG43307,NA,PROTEIN_CODING,Brain,Hindgut,Fat Body,0,17.87268089148742,-2.5025835852745093,NA,1,0.9413415660959865
FBgn0263000,CG43308,NA,PROTEIN_CODING,Hindgut,Salivary Gland,Salivary Gland,18.287716887964407,-0.7369639911752786,-2.4510331893154187,0.8359375,0.7083333333333333,0.7720364741641337
FBgn0263001,CR43309,NA,PSEUDO,Fat Body,Tubule,Brain,2.335597522856826,17.09507760653483,0.750019088472342,0.7676886792452831,0.625,0.7876447876447876
FBgn0263002,CR43310,NA,PSEUDO,Tubule,Tubule,Tubule,5.910633909075376,5.794411144023,3.7521997496873145,0.9987934578603986,0.9977477477477478,0.99789563410671
FBgn0263004,CG43312,NA,PROTEIN_CODING,Brain,Fat Body,Brain,3.4329506798934464,-16.609654901315086,-1.0547228006725935,0.8757716049382716,NA,0.9013254786450663
FBgn0263005,Chpf,Chondroitin polymerizing factor,PROTEIN_CODING,Ovary,Hindgut,Salivary Gland,0.4275240675774223,1.032789511234186,1.435818655423673,0.6738624612202688,0.4634831460674157,0.6072607260726073
FBgn0263006,SERCA,Sarco/endoplasmic reticulum Ca(2+)-ATPase,PROTEIN_CODING,Ganglion,Midgut,Salivary Gland,0.11745003647559599,-0.03282943874329333,-1.2620507799336527,0.44152025378233284,0.27514893040888166,0.5328051827154161
FBgn0263018,snRNA:U4atac,small nuclear RNA U4atac,snRNA,Tubule,Salivary Gland,Brain,0.8691302560743204,-1.1660327093109182,0.21540433297963013,0.7617017992399537,0.37774067082909835,0.6982010997875479
FBgn0263019,lncRNA:CR43314,long non-coding RNA:CR43314,ncRNA,Salivary Gland,Salivary Gland,Salivary Gland,3.302660912417448,2.6784000609259326,2.185176595968939,0.8059720785935884,0.8195553021664767,0.7358645178912866
FBgn0263020,CG43315,NA,PROTEIN_CODING,Ganglion,Salivary Gland,Brain,18.41699951847436,5.063467724827398,-0.6674230893536703,0.95,0.9990023237017579,0.8865546218487396
FBgn0263021,CG43316,NA,PROTEIN_CODING,Eye,Salivary Gland,Salivary Gland,16.457653410847605,4.3138755519407574,17.931574340092794,0.9305555555555556,1,0.9142857142857144
FBgn0263022,CG43317,NA,PROTEIN_CODING,Fat Body,Fat Body,Tubule,17.19461259309285,-0.34395381270640984,-3.122925065969962,0.875,1,0.8571428571428571
FBgn0263023,CG43318,NA,PROTEIN_CODING,Ovary,Fat Body,Fat Body,-1.1374877854874996,0.11131696557497917,-3.929083206880638,0.875,1,0.8538205980066446
FBgn0263024,CG43319,NA,PROTEIN_CODING,Ovary,Hindgut,Fat Body,-1.3734570533085868,22.015633174370873,-2.741892278002923,0.7083333333333334,0.8520047169811321,0.9833204093697457
FBgn0263025,HSPBAP1,HSPB1 associated protein 1,PROTEIN_CODING,Eye,Tubule,Eye,0.8247158165500259,1.1154765700571712,1.4757328534833754,0.45215311004784686,0.3798076923076923,0.51107544141252
FBgn0263026,CG43321,NA,PROTEIN_CODING,Ovary,Fat Body,Fat Body,16.095087911388998,-1.552534683942539,-4.3842430491108955,0.9107142857142857,0.8666666666666667,0.7667410714285714
FBgn0263027,CG43322,NA,PROTEIN_CODING,Ganglion,Midgut,Ganglion,0.4613760967719802,0.4560642662435497,0.08229410486404495,0.43372844827586204,0.3247663551401869,0.48882602545968884
FBgn0263029,CG43324,NA,PROTEIN_CODING,Brain,Hindgut,Eye,4.707358621980883,1.5900601978311235,2.6314160761933016,0.6856353785533352,0.7222222222222222,0.6200897652294001
FBgn0263030,CG43325,NA,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,2.444778299859756,3.2409963713600507,-0.08365786839128643,0.9540816326530612,0.9350961538461539,0.9616204690831556
FBgn0263031,CG43326,NA,PROTEIN_CODING,Salivary Gland,Salivary Gland,Midgut,1.190329133895592,1.6983308703692888,0.6798211607488461,0.776685393258427,0.8488542174549001,0.7108225108225108
FBgn0263032,CG43327,NA,PROTEIN_CODING,Salivary Gland,Fat Body,Tubule,1.280106403758678,0.11894098352817485,-3.138101692692659,0.5119485294117647,0.5161870503597121,0.45466405740378335
FBgn0263033,CG43328,NA,PROTEIN_CODING,Midgut,Tubule,Tubule,2.182194678853031,0.7589896305284353,-3.8996573438384936,0.8305084745762712,0.7159090909090909,0.7928571428571428
FBgn0263034,CG43329,NA,PROTEIN_CODING,Ganglion,Fat Body,Brain,3.9448449557439216,0.5849600962394398,-2.693697524250921,0.8660714285714286,0.9666666666666667,0.733044733044733
FBgn0263035,CG43330,NA,PROTEIN_CODING,Brain,Salivary Gland,Brain,4.624467794984435,16.095087911388998,1.0154292566762246,0.8994932432432432,1,0.9065349544072949
FBgn0263036,CG43331,NA,PROTEIN_CODING,Brain,Fat Body,Brain,3.9634471199704446,-0.5849594951221417,-2.404807349340794,0.8685897435897436,0.953125,0.7391304347826086
FBgn0263037,CG43332,NA,PROTEIN_CODING,Brain,Fat Body,Hindgut,-16.747157113536595,14.287784512498185,-0.9999278706576413,NA,0.875,1
FBgn0263038,CG43333,NA,PROTEIN_CODING,Ovary,Hindgut,Salivary Gland,0.8693306834502448,0,1.9999459006265656,0.9545107033639144,0.8181818181818181,0.8392857142857143
FBgn0263040,CG43335,NA,PROTEIN_CODING,Ganglion,Fat Body,Eye,16.609654901315086,19.662753549082122,-0.7369463587452719,1,1,0.9523809523809524
FBgn0263041,CG43336,NA,PROTEIN_CODING,Midgut,Fat Body,Eye,0,4.183199102911619,15.287748446474637,0.84375,0.9655963302752293,0.8214285714285714
FBgn0263042,lncRNA:CR43337,long non-coding RNA:CR43337,ncRNA,Fat Body,Fat Body,Midgut,1.7004272333822001,0.5849384568056372,-0.41503549554547187,0.7067307692307693,0.6666666666666666,0.5952380952380952
FBgn0263046,CG43341,NA,PROTEIN_CODING,Tubule,Hindgut,Eye,2.6565553066828493,2.1175692971230258,0.09438479459503221,0.4874791318864775,0.6798136645962733,0.40732169156322323
FBgn0263047,CG43342,NA,PROTEIN_CODING,Ovary,Salivary Gland,Ganglion,0.788852050546361,0.6312177072865518,1.823968236968782,0.5570652173913043,0.4247572815533981,0.5190839694656489
FBgn0263048,Gpdh3,Glycerol-3-phosphate dehydrogenase 3,PROTEIN_CODING,Ovary,Fat Body,Fat Body,0.46203471699236864,0.0388192140708881,-3.583037271180731,0.5402644230769231,0.45575221238938046,0.5226666666666666
FBgn0263049,lncRNA:let7C,let-7 Complex,ncRNA,Salivary Gland,Midgut,Salivary Gland,2.952643143824243,-0.17118652290362177,1.5656939293719307,0.531350914962325,0.8149606299212598,0.49531812725090035
FBgn0263050,CG43345,NA,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.4501198394594701,1.3084730812540986,-0.06663716934969839,0.5518018018018018,0.6239352640545145,0.34389610389610387
FBgn0263051,CG43346,NA,PROTEIN_CODING,Hindgut,Fat Body,Ganglion,-0.14081267536566375,0.7200684278215151,-0.4830685016833978,0.18220653789004462,0.35836798336798337,0.3117307355772035
FBgn0263072,CG43347,NA,PROTEIN_CODING,Brain,Fat Body,Brain,4.889720244040001,-1.1699149828171964,2.9104474884965454,0.9075081610446137,0.90625,0.9148486980999296
FBgn0263076,Klp54D,Kinesin-like protein at 54D,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,5.798726049860105,2.273500293908516,2.7776058182335444,0.7427644710578842,0.9191767068273092,0.71875
FBgn0263077,M7BP,Myosin-7a binding protein,PROTEIN_CODING,Eye,Tubule,Eye,2.9886470564679097,2.0018626041610426,2.5202299985241976,0.7822938322938323,0.5935483870967742,0.8383812963219288
FBgn0263078,CG43339,NA,PROTEIN_CODING,Salivary Gland,Fat Body,Tubule,16.287730413124752,0,-3.1549328488047435,0.765625,0.9444444444444444,0.8704318936877077
FBgn0263079,CG43338,NA,PROTEIN_CODING,Ganglion,Salivary Gland,Ganglion,3.5848302608386424,2.1154402259981966,0,0.7604166666666666,0.75,0.7067669172932332
FBgn0263080,CG43348,NA,PROTEIN_CODING,Midgut,Midgut,Midgut,2.8000258014446286,2.68782073882509,2.325797484774524,0.9835373816519752,0.9798682284040996,0.9639120400817899
FBgn0263081,CG43349,NA,PROTEIN_CODING,Midgut,Midgut,Midgut,2.462935343876433,2.5498241233654175,2.3049896047835636,0.9785696920135705,0.9891179166568735,0.9748276352723557
FBgn0263082,CG43350,NA,PROTEIN_CODING,Brain,Hindgut,Fat Body,0,16.98816319530202,-2.6852292037791985,NA,1,0.9493445900910908
FBgn0263083,CG43351,NA,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,0.8847987489772022,0.10532894100374683,1.2155288143635663,0.943128806715788,0.9312431243124313,0.9771604242877215
FBgn0263084,HP1Lcsd,Heterochromatin Protein 1L chromoshadow domain,PROTEIN_CODING,Ganglion,Fat Body,Hindgut,15.872698924987581,-18.93157145471137,-5.004080047979457,1,NA,1
FBgn0263085,lncRNA:CR43353,long non-coding RNA:CR43353,ncRNA,Salivary Gland,Fat Body,Fat Body,16.095087911388998,-16.095087911388998,-1.98422799694648,1,NA,1
FBgn0263086,CG43354,NA,PROTEIN_CODING,Brain,Hindgut,Fat Body,18.71398048935239,20.42726475513585,-3.5667541463981975,1,1,0.9719479982882524
FBgn0263087,CG43355,NA,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,3.3303820309001653,1.059123507563928,0.6629627980665171,0.8450292397660818,0.9266252390057361,0.7669172932330827
FBgn0263088,lncRNA:DREAMer,DREAM and E2f1 associated RNA,ncRNA,Hindgut,Fat Body,Hindgut,3.100455279911107,-0.5454338296551179,-1.5227932957079864,0.874439461883408,0.8547297297297297,0.8122448979591838
FBgn0263089,lncRNA:CR43357,long non-coding RNA:CR43357,ncRNA,Ovary,Fat Body,Fat Body,15.287748446474637,18.095072454080142,-2.3450567992770064,0.9375,1,0.8932178932178932
FBgn0263090,lncRNA:CR43358,long non-coding RNA:CR43358,ncRNA,Ovary,Fat Body,Fat Body,18.04260522501799,0,-3.036446627663441,0.9490740740740741,NA,0.9919833142224507
FBgn0263091,CR43359,NA,PSEUDO,Ovary,Fat Body,Hindgut,-0.290514939845998,0,-1.3985412359423357,0.9605769230769231,NA,0.8311688311688312
FBgn0263092,CR43360,NA,PSEUDO,Eye,Fat Body,Eye,16.609654901315086,17.09507760653483,16.457653410847605,0.8375,0.9107142857142857,0.619047619047619
FBgn0263093,CR43361,NA,PSEUDO,Hindgut,Hindgut,Hindgut,2.68297737026444,1.6379320366336483,1.6067666250978785,0.6665129151291513,0.7488244514106583,0.46249999999999997
FBgn0263094,CG43362,NA,PROTEIN_CODING,Brain,Fat Body,Fat Body,0,0,-4.976939384714989,NA,NA,0.9544401544401545
FBgn0263095,lncRNA:CR43363,long non-coding RNA:CR43363,ncRNA,Ganglion,Hindgut,Ganglion,1.4854175527650553,15.872698924987581,-1.6780679377116898,0.8839285714285714,1,0.84
FBgn0263096,CR43364,NA,PSEUDO,Hindgut,Fat Body,Fat Body,2.646841465303539,2.341690950370346,2.529126511253064,0.8989344783715013,0.9887755102040816,0.9027223979100784
FBgn0263102,psq,pipsqueak,PROTEIN_CODING,Eye,Salivary Gland,Eye,0.6322234846008207,0.46143669960145645,1.974993789538592,0.5866904245429192,0.22449494949494947,0.7491318915625952
FBgn0263106,DnaJ-1,DnaJ-like-1,PROTEIN_CODING,Eye,Midgut,Eye,1.0988165440375364,0.6254182604114514,1.137931350914,0.4193887010579125,0.38327621124785793,0.4197969773528389
FBgn0263107,mir-bft,bereft,pre_miRNA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FBgn0263107,mir-bft,bereft,miRNA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FBgn0263108,BtbVII,BTB-protein-VII,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.28941962497232693,0.8706150616626985,0.9088690284578288,0.3897178513293543,0.2623456790123457,0.3679828538455197
FBgn0263109,CG43366,NA,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,1.0779940752572414,1.874457459856827,3.272975380175107,0.8421052631578948,0.8787878787878788,0.8965517241379309
FBgn0263110,CG43367,NA,PROTEIN_CODING,Ganglion,Salivary Gland,Midgut,1.1146920528638995,1.6078625150833794,1.1279392904890768,0.3728772044415415,0.25393700787401574,0.3410058977719529
FBgn0263111,cac,cacophony,PROTEIN_CODING,Ganglion,Fat Body,Brain,4.10839040904492,0,2.2554609870798563,0.8293482274741507,0.6086956521739131,0.7896303258145363
FBgn0263112,Mitf,Mitf,PROTEIN_CODING,Tubule,Hindgut,Midgut,0.6755846065976396,0.9971346377376181,1.1862520020514082,0.41274621520429755,0.3588469184890656,0.39274148778682455
FBgn0263113,Cc2d2a,Coiled-coil and C2 domain containing 2A,PROTEIN_CODING,Tubule,Fat Body,Tubule,0.9259925847897609,1.50249515439003,-2.2927760079077206,0.5460526315789473,0.7205882352941176,0.5
FBgn0263114,CG43371,NA,PROTEIN_CODING,Tubule,Midgut,Tubule,2.5849588575583007,1.2529793455574378,-2.3081946983996957,0.6376262626262625,0.41433566433566427,0.6097744360902256
FBgn0263116,5-HT1B,5-hydroxytryptamine (serotonin) receptor 1B,PROTEIN_CODING,Brain,Midgut,Brain,5.245543927116118,0.5849544858600243,2.970292125134264,0.8976523887973641,0.6666666666666667,0.9052902714483853
FBgn0263117,CG34377,NA,PROTEIN_CODING,Eye,Fat Body,Eye,6.169877580323312,-2.9541806037371825,4.254801470676453,0.9502314814814815,0.875,0.9476190476190476
FBgn0263120,Acsl,Acyl-CoA synthetase long-chain,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,2.5386745750627426,2.0954170907100806,1.4836234787218774,0.7123301056560002,0.7528234594808797,0.6314972029670083
FBgn0263121,Prosalpha1,Proteasome alpha1 subunit,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,1.8328835283906246,0,4.2093851318507305,0.9232456140350876,0.5576923076923077,0.8996138996138996
FBgn0263130,lncRNA:CR43372,long non-coding RNA:CR43372,ncRNA,Ganglion,Fat Body,Fat Body,13.287856641840545,-0.9999759556837591,-1.502492561335071,1,1,0.9047619047619048
FBgn0263131,CG43373,NA,PROTEIN_CODING,Brain,Midgut,Brain,4.108966360869854,0.4150314881371694,2.898790796803241,0.8836313193588162,0.6875,0.8917970463518058
FBgn0263132,Cht6,Chitinase 6,PROTEIN_CODING,Eye,Hindgut,Eye,1.1926421796785482,-0.7804329136019802,0.11547690915258839,0.73828125,0.75,0.652014652014652
