GO	term_name	background_n	foreground_n	expected_n	weight01	weight01_p	fold_enrichment	comparison	set	foreground_total	background_total	foreground_HOGs
GO:1904262	negative regulation of TORC1 signaling	21	1	0.13	0.12471	0.12471	7.692307692307692	L1_to_L2	concordant_all	45	7127	N13.HOG0005758
GO:0030177	positive regulation of Wnt signaling pat...	108	3	0.68	0.12626	0.12626	4.411764705882352	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0007312; N13.HOG0009018
GO:0045664	regulation of neuron differentiation	483	6	3.05	0.12712	0.12712	1.9672131147540985	L1_to_L2	concordant_all	45	7127	N13.HOG0004199; N13.HOG0004401; N13.HOG0004507; N13.HOG0005389; N13.HOG0006293; N13.HOG0009673
GO:0050691	regulation of defense response to virus ...	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0006437
GO:0051938	L-glutamate import	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0005440
GO:0070206	protein trimerization	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0009018
GO:0010559	regulation of glycoprotein biosynthetic ...	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0045600	positive regulation of fat cell differen...	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0005389
GO:0006359	regulation of transcription by RNA polym...	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0098751	bone cell development	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:2000758	positive regulation of peptidyl-lysine a...	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0007064	mitotic sister chromatid cohesion	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0007312
GO:0002526	acute inflammatory response	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0004401
GO:0043367	CD4-positive, alpha-beta T cell differen...	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0005225
GO:0051205	protein insertion into membrane	22	1	0.14	0.13025	0.13025	7.142857142857142	L1_to_L2	concordant_all	45	7127	N13.HOG0008601
GO:0006357	regulation of transcription by RNA polym...	1075	16	6.79	0.13094	0.13094	2.3564064801178204	L1_to_L2	concordant_all	45	7127	N13.HOG0004199; N13.HOG0004401; N13.HOG0004476; N13.HOG0004507; N13.HOG0004660; N13.HOG0004910; N13.HOG0005090; N13.HOG0005225; N13.HOG0005389; N13.HOG0006293; N13.HOG0006437; N13.HOG0007312; N13.HOG0009018; N13.HOG0009514; N13.HOG0010525; N13.HOG0010737
GO:0060429	epithelium development	1185	9	7.48	0.13213	0.13213	1.2032085561497325	L1_to_L2	concordant_all	45	7127	N13.HOG0002611; N13.HOG0004401; N13.HOG0004507; N13.HOG0005090; N13.HOG0005225; N13.HOG0005389; N13.HOG0006293; N13.HOG0009018; N13.HOG0010737
GO:0000578	embryonic axis specification	171	3	1.08	0.13270	0.1327	2.7777777777777777	L1_to_L2	concordant_all	45	7127	N13.HOG0004733; N13.HOG0006293; N13.HOG0006437
GO:0044070	regulation of monoatomic anion transport	47	2	0.3	0.13337	0.13337	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0005225; N13.HOG0005440
GO:1900182	positive regulation of protein localizat...	56	2	0.35	0.13353	0.13353	5.714285714285714	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0004733
GO:1905269	positive regulation of chromatin organiz...	102	2	0.64	0.13532	0.13532	3.125	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0005225
GO:2000637	positive regulation of miRNA-mediated ge...	23	1	0.15	0.13576	0.13576	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0004910
GO:2000144	positive regulation of DNA-templated tra...	23	1	0.15	0.13576	0.13576	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0006437
GO:0048596	embryonic camera-type eye morphogenesis	23	1	0.15	0.13576	0.13576	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0005090
GO:0048536	spleen development	23	1	0.15	0.13576	0.13576	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0005090
GO:0007076	mitotic chromosome condensation	23	1	0.15	0.13576	0.13576	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0006437
GO:0032205	negative regulation of telomere maintena...	23	1	0.15	0.13576	0.13576	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0007312
GO:0071390	cellular response to ecdysone	23	1	0.15	0.13576	0.13576	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0006437
GO:0048286	lung alveolus development	23	1	0.15	0.13576	0.13576	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0045727	positive regulation of translation	103	2	0.65	0.13747	0.13747	3.0769230769230766	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0009436
GO:1903793	positive regulation of monoatomic anion ...	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0005440
GO:0021772	olfactory bulb development	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0009018
GO:0097484	dendrite extension	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0004401
GO:0006515	protein quality control for misfolded or...	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0008601
GO:0022400	regulation of opsin-mediated signaling p...	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0004660
GO:0001956	positive regulation of neurotransmitter ...	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0005440
GO:0061001	regulation of dendritic spine morphogene...	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0009673
GO:0044331	cell-cell adhesion mediated by cadherin	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0010042	response to manganese ion	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0010525
GO:0014888	striated muscle adaptation	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0004660
GO:0032924	activin receptor signaling pathway	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0009018
GO:0070193	synaptonemal complex organization	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0008601
GO:0060412	ventricular septum morphogenesis	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0005090
GO:0060688	regulation of morphogenesis of a branchi...	24	1	0.15	0.14124	0.14124	6.666666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0004401
GO:0051028	mRNA transport	113	3	0.71	0.14226	0.14226	4.225352112676057	L1_to_L2	concordant_all	45	7127	N13.HOG0006437; N13.HOG0007312; N13.HOG0009160
GO:0016331	morphogenesis of embryonic epithelium	208	3	1.31	0.14407	0.14407	2.2900763358778624	L1_to_L2	concordant_all	45	7127	N13.HOG0002611; N13.HOG0005090; N13.HOG0009018
GO:0050772	positive regulation of axonogenesis	75	2	0.47	0.14460	0.1446	4.25531914893617	L1_to_L2	concordant_all	45	7127	N13.HOG0004199; N13.HOG0004507
GO:0014902	myotube differentiation	80	2	0.51	0.14469	0.14469	3.9215686274509802	L1_to_L2	concordant_all	45	7127	N13.HOG0005090; N13.HOG0009018
GO:0046822	regulation of nucleocytoplasmic transpor...	111	2	0.7	0.14528	0.14528	2.857142857142857	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0006437
GO:0071166	ribonucleoprotein complex localization	107	2	0.68	0.14614	0.14614	2.941176470588235	L1_to_L2	concordant_all	45	7127	N13.HOG0006437; N13.HOG0009160
GO:0051091	positive regulation of DNA-binding trans...	107	2	0.68	0.14614	0.14614	2.941176470588235	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0006293
GO:0045456	ecdysteroid biosynthetic process	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0002611
GO:0060999	positive regulation of dendritic spine d...	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0004401
GO:1905898	positive regulation of response to endop...	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0008601
GO:0001755	neural crest cell migration	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0005090
GO:0014047	glutamate secretion	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0005440
GO:0071277	cellular response to calcium ion	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0004660
GO:1902803	regulation of synaptic vesicle transport	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0005440
GO:0007277	pole cell development	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0004733
GO:0034389	lipid droplet organization	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0005440
GO:0051955	regulation of amino acid transport	25	1	0.16	0.14668	0.14668	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0005440
GO:0022607	cellular component assembly	1930	13	12.19	0.14723	0.14723	1.066447908121411	L1_to_L2	concordant_all	45	7127	N13.HOG0004032; N13.HOG0004199; N13.HOG0004507; N13.HOG0004733; N13.HOG0005225; N13.HOG0005440; N13.HOG0006293; N13.HOG0006437; N13.HOG0006773; N13.HOG0007312; N13.HOG0008601; N13.HOG0009018; N13.HOG0009436
GO:0021537	telencephalon development	160	3	1.01	0.14842	0.14842	2.9702970297029703	L1_to_L2	concordant_all	45	7127	N13.HOG0004401; N13.HOG0005225; N13.HOG0009018
GO:0006479	protein methylation	79	4	0.5	0.14876	0.14876	8	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0004910; N13.HOG0005389; N13.HOG0007475
GO:0030902	hindbrain development	106	2	0.67	0.15053	0.15053	2.9850746268656714	L1_to_L2	concordant_all	45	7127	N13.HOG0004401; N13.HOG0006293
GO:0006801	superoxide metabolic process	26	1	0.16	0.15209	0.15209	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0011876
GO:0033119	negative regulation of RNA splicing	26	1	0.16	0.15209	0.15209	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0004401
GO:0014003	oligodendrocyte development	26	1	0.16	0.15209	0.15209	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0006110	regulation of glycolytic process	26	1	0.16	0.15209	0.15209	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0005225
GO:0019985	translesion synthesis	26	1	0.16	0.15209	0.15209	6.25	L1_to_L2	concordant_all	45	7127	N13.HOG0010251
GO:0034097	response to cytokine	385	3	2.43	0.15297	0.15297	1.2345679012345678	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0006293; N13.HOG0010251
GO:0050773	regulation of dendrite development	131	3	0.83	0.15306	0.15306	3.6144578313253013	L1_to_L2	concordant_all	45	7127	N13.HOG0004401; N13.HOG0005389; N13.HOG0009673
GO:0051225	spindle assembly	111	2	0.7	0.15492	0.15492	2.857142857142857	L1_to_L2	concordant_all	45	7127	N13.HOG0005225; N13.HOG0007312
GO:2000677	regulation of transcription regulatory r...	27	1	0.17	0.15746	0.15746	5.88235294117647	L1_to_L2	concordant_all	45	7127	N13.HOG0004910
GO:0021983	pituitary gland development	27	1	0.17	0.15746	0.15746	5.88235294117647	L1_to_L2	concordant_all	45	7127	N13.HOG0005090
GO:0032481	positive regulation of type I interferon...	27	1	0.17	0.15746	0.15746	5.88235294117647	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:2000008	regulation of protein localization to ce...	27	1	0.17	0.15746	0.15746	5.88235294117647	L1_to_L2	concordant_all	45	7127	N13.HOG0004401
GO:0003170	heart valve development	27	1	0.17	0.15746	0.15746	5.88235294117647	L1_to_L2	concordant_all	45	7127	N13.HOG0005090
GO:0045912	negative regulation of carbohydrate meta...	27	1	0.17	0.15746	0.15746	5.88235294117647	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0030850	prostate gland development	27	1	0.17	0.15746	0.15746	5.88235294117647	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0098586	cellular response to virus	27	1	0.17	0.15746	0.15746	5.88235294117647	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0051056	regulation of small GTPase mediated sign...	175	3	1.1	0.15917	0.15917	2.727272727272727	L1_to_L2	concordant_all	45	7127	N13.HOG0005440; N13.HOG0007475; N13.HOG0009673
GO:0002220	innate immune response activating cell s...	28	1	0.18	0.16280	0.1628	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0045652	regulation of megakaryocyte differentiat...	28	1	0.18	0.16280	0.1628	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0060260	regulation of transcription initiation b...	28	1	0.18	0.16280	0.1628	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0006437
GO:0033146	regulation of intracellular estrogen rec...	28	1	0.18	0.16280	0.1628	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0032435	negative regulation of proteasomal ubiqu...	28	1	0.18	0.16280	0.1628	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0008601
GO:0032210	regulation of telomere maintenance via t...	28	1	0.18	0.16280	0.1628	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0007312
GO:0032206	positive regulation of telomere maintena...	28	1	0.18	0.16280	0.1628	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0007312
GO:0007507	heart development	404	5	2.55	0.16317	0.16317	1.9607843137254903	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0005090; N13.HOG0005225; N13.HOG0005389; N13.HOG0008913
GO:0043086	negative regulation of catalytic activit...	344	4	2.17	0.16450	0.1645	1.8433179723502304	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0006293; N13.HOG0009018; N13.HOG0011043
GO:0045930	negative regulation of mitotic cell cycl...	192	3	1.21	0.16471	0.16471	2.479338842975207	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0007312; N13.HOG0010660
GO:0060964	regulation of miRNA-mediated gene silenc...	52	2	0.33	0.16517	0.16517	6.0606060606060606	L1_to_L2	concordant_all	45	7127	N13.HOG0004910; N13.HOG0005225
GO:0060251	regulation of glial cell proliferation	29	1	0.18	0.16811	0.16811	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0009018
GO:0001776	leukocyte homeostasis	29	1	0.18	0.16811	0.16811	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0005389
GO:0030279	negative regulation of ossification	29	1	0.18	0.16811	0.16811	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0009018
GO:0031648	protein destabilization	29	1	0.18	0.16811	0.16811	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0010927	cellular component assembly involved in ...	180	3	1.14	0.16960	0.1696	2.6315789473684212	L1_to_L2	concordant_all	45	7127	N13.HOG0004032; N13.HOG0004507; N13.HOG0006293
GO:0050686	negative regulation of mRNA processing	30	1	0.19	0.17338	0.17338	5.2631578947368425	L1_to_L2	concordant_all	45	7127	N13.HOG0004401
GO:0061178	regulation of insulin secretion involved...	30	1	0.19	0.17338	0.17338	5.2631578947368425	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0007129	homologous chromosome pairing at meiosis	30	1	0.19	0.17338	0.17338	5.2631578947368425	L1_to_L2	concordant_all	45	7127	N13.HOG0008601
GO:0051155	positive regulation of striated muscle c...	30	1	0.19	0.17338	0.17338	5.2631578947368425	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0010770	positive regulation of cell morphogenesi...	120	2	0.76	0.17504	0.17504	2.6315789473684212	L1_to_L2	concordant_all	45	7127	N13.HOG0004199; N13.HOG0004507
GO:0008585	female gonad development	64	2	0.4	0.17575	0.17575	5	L1_to_L2	concordant_all	45	7127	N13.HOG0004401; N13.HOG0005090
GO:0007059	chromosome segregation	348	5	2.2	0.17606	0.17606	2.2727272727272725	L1_to_L2	concordant_all	45	7127	N13.HOG0005225; N13.HOG0006437; N13.HOG0007312; N13.HOG0008601; N13.HOG0009436
GO:0001889	liver development	121	2	0.76	0.17731	0.17731	2.6315789473684212	L1_to_L2	concordant_all	45	7127	N13.HOG0004401; N13.HOG0007475
GO:0008285	negative regulation of cell population p...	350	4	2.21	0.17804	0.17804	1.8099547511312217	L1_to_L2	concordant_all	45	7127	N13.HOG0005389; N13.HOG0006773; N13.HOG0009018; N13.HOG0010660
GO:1900034	regulation of cellular response to heat	31	1	0.2	0.17862	0.17862	5	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0006891	intra-Golgi vesicle-mediated transport	31	1	0.2	0.17862	0.17862	5	L1_to_L2	concordant_all	45	7127	N13.HOG0008852
GO:0035306	positive regulation of dephosphorylation	31	1	0.2	0.17862	0.17862	5	L1_to_L2	concordant_all	45	7127	N13.HOG0004660
GO:0035196	miRNA processing	31	1	0.2	0.17862	0.17862	5	L1_to_L2	concordant_all	45	7127	N13.HOG0005225
GO:0048538	thymus development	31	1	0.2	0.17862	0.17862	5	L1_to_L2	concordant_all	45	7127	N13.HOG0004401
GO:0001702	gastrulation with mouth forming second	31	1	0.2	0.17862	0.17862	5	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0048102	autophagic cell death	31	1	0.2	0.17862	0.17862	5	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:1900087	positive regulation of G1/S transition o...	31	1	0.2	0.17862	0.17862	5	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0051592	response to calcium ion	57	2	0.36	0.18070	0.1807	5.555555555555555	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0004660
GO:2000628	regulation of miRNA metabolic process	32	1	0.2	0.18383	0.18383	5	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0016325	oocyte microtubule cytoskeleton organiza...	32	1	0.2	0.18383	0.18383	5	L1_to_L2	concordant_all	45	7127	N13.HOG0004032
GO:0014017	neuroblast fate commitment	32	1	0.2	0.18383	0.18383	5	L1_to_L2	concordant_all	45	7127	N13.HOG0005389
GO:0051145	smooth muscle cell differentiation	32	1	0.2	0.18383	0.18383	5	L1_to_L2	concordant_all	45	7127	N13.HOG0005090
GO:0045744	negative regulation of G protein-coupled...	32	1	0.2	0.18383	0.18383	5	L1_to_L2	concordant_all	45	7127	N13.HOG0004660
GO:0097190	apoptotic signaling pathway	305	4	1.93	0.18396	0.18396	2.072538860103627	L1_to_L2	concordant_all	45	7127	N13.HOG0004401; N13.HOG0004507; N13.HOG0008601; N13.HOG0008913
GO:0034250	positive regulation of amide metabolic p...	126	2	0.8	0.18869	0.18869	2.5	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0009436
GO:0042307	positive regulation of protein import in...	33	1	0.21	0.18901	0.18901	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0004507
GO:0048557	embryonic digestive tract morphogenesis	33	1	0.21	0.18901	0.18901	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0005090
GO:0042023	DNA endoreduplication	33	1	0.21	0.18901	0.18901	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:2001169	regulation of ATP biosynthetic process	33	1	0.21	0.18901	0.18901	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0005225
GO:0035070	salivary gland histolysis	33	1	0.21	0.18901	0.18901	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0043392	negative regulation of DNA binding	33	1	0.21	0.18901	0.18901	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0007312
GO:0001541	ovarian follicle development	33	1	0.21	0.18901	0.18901	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0004401
GO:0051954	positive regulation of amine transport	33	1	0.21	0.18901	0.18901	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0005440
GO:0015718	monocarboxylic acid transport	76	2	0.48	0.19128	0.19128	4.166666666666667	L1_to_L2	concordant_all	45	7127	N13.HOG0005225; N13.HOG0006874
GO:0000077	DNA damage checkpoint signaling	106	2	0.67	0.19202	0.19202	2.9850746268656714	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0004910
GO:0060348	bone development	92	3	0.58	0.19268	0.19268	5.172413793103448	L1_to_L2	concordant_all	45	7127	N13.HOG0004507; N13.HOG0005090; N13.HOG0009018
GO:0002067	glandular epithelial cell differentiatio...	34	1	0.21	0.19415	0.19415	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0006293
GO:0017158	regulation of calcium ion-dependent exoc...	34	1	0.21	0.19415	0.19415	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0005440
GO:0006493	protein O-linked glycosylation	34	1	0.21	0.19415	0.19415	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0004199
GO:0050771	negative regulation of axonogenesis	34	1	0.21	0.19415	0.19415	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0004199
GO:0050885	neuromuscular process controlling balanc...	34	1	0.21	0.19415	0.19415	4.761904761904762	L1_to_L2	concordant_all	45	7127	N13.HOG0004660
