Orthogroup	Acromyrmex_echinatior.clean	Ancistrocerus_nigricornis.clean	Andrena_flavipes.clean	Anoplius_nigerrimus.clean	Apis_cerana.clean	Apis_dorsata.clean	Apis_florea.clean	Apis_laboriosa.clean	Apis_mellifera.clean	Atta_cephalotes.clean	Belonocnema_kinseyi.clean	Bombus_campestris.clean	Bombus_hortorum.clean	Bombus_hypnorum.clean	Bombus_impatiens.clean	Bombus_lapidarius.clean	Bombus_monticola.clean	Bombus_muscorum.clean	Bombus_pascuorum.clean	Bombus_pratorum.clean	Bombus_sylvestris.clean	Bombus_terrestris.clean	Bombus_vestalis.clean	Buathra_laborator.clean	Caenorhabditis_elegans.clean	Camponotus_floridanus.clean	Ceratina_calcarata.clean	Colletes_latitarsis.clean	Copidosoma_floridanum.clean	Dolichovespula_media.clean	Dolichovespula_saxonica.clean	Dolichovespula_sylvestris.clean	Drosophila_melanogaster.clean	Dufourea_novaeangliae.clean	Eufriesea_mexicana.clean	Gasteruption_jaculator.clean	Habropoda_laboriosa.clean	Halictus_rubicundus.clean	Harpegnathos_saltator.clean	Lasioglossum_calceatum.clean	Lasioglossum_lativentre.clean	Lasioglossum_morio.clean	Linepithema_humile.clean	Macropis_europaea.clean	Megachile_rotundata.clean	Megalopta_genalis.clean	Melipona_bicolor.clean	Melipona_quadrifasciata.clean	Mischocyttarus_mexicanus.clean	Monomorium_pharaonis.clean	Nasonia_vitripennis.clean	Nysson_spinosus.clean	Ooceraea_biroi.clean	Orussus_abietinus.clean	Osmia_bicornis_bicornis.clean	Pemphredon_lugubris.clean	Polistes_canadensis.clean	Polistes_dominula.clean	Polistes_exclamans.clean	Polistes_fuscatus.clean	Solenopsis_invicta.clean	Tetragonisca_angustula.clean	Tiphia_femorata.clean	Tribolium_castaneum.clean	Venturia_canescens.clean	Vespa_crabro.clean	Vespa_mandarinia.clean	Vespa_velutina.clean	Vespula_germanica.clean	Vespula_pensylvanica.clean	Vespula_vulgaris.clean	Xylocopa_sonorina.clean	Total
OG0000581	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	2	3	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	143
OG0000582	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	143
OG0000583	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	1	1	2	2	2	3	2	1	1	2	2	1	2	4	2	2	3	3	2	3	2	2	2	3	2	2	2	1	2	2	2	2	143
OG0000584	2	2	2	2	2	1	1	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	6	2	2	2	1	1	1	4	2	4	4	4	2	2	2	4	0	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	143
OG0000585	2	1	3	2	1	2	2	2	2	3	2	2	2	2	2	3	3	2	2	1	2	2	2	2	0	2	2	2	2	2	2	2	4	2	2	2	2	2	2	3	1	3	2	2	2	2	3	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	143
OG0000586	2	1	2	2	1	2	1	2	2	2	3	3	2	2	2	1	2	3	2	2	2	2	2	3	1	1	1	2	2	2	3	3	1	2	2	1	2	2	6	2	3	1	2	2	2	2	3	2	2	2	1	2	4	2	2	1	1	1	3	1	1	2	3	1	2	2	2	2	2	2	2	2	143
OG0000587	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	2	2	2	143
OG0000588	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	0	2	2	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	143
OG0000589	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	143
OG0000590	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	143
OG0000591	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	143
OG0000592	2	1	2	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	7	1	2	1	2	4	1	2	1	1	1	1	4	2	2	2	1	2	1	3	1	1	2	2	1	2	2	12	1	2	1	1	1	3	2	1	2	2	1	1	1	17	2	2	2	1	2	2	3	143
OG0000593	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	142
OG0000594	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1	2	2	2	1	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	1	5	2	3	2	4	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3	2	2	2	142
OG0000595	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	3	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	0	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	142
OG0000596	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	4	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	142
OG0000597	2	2	1	2	1	1	1	1	1	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	4	4	1	2	1	3	2	1	2	1	2	2	3	3	4	2	1	2	3	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	1	142
OG0000598	3	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	142
OG0000599	4	1	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	3	2	2	2	2	5	2	2	1	1	1	2	2	2	2	2	2	2	2	3	3	2	5	1	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	3	1	1	1	1	1	1	2	142
OG0000600	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	1	3	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	142
OG0000601	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	0	2	2	2	2	2	2	2	1	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	142
OG0000602	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	3	1	2	2	2	5	2	2	2	2	2	2	2	2	2	2	3	2	1	2	1	3	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2	2	2	2	2	2	142
OG0000603	7	2	2	1	1	1	1	1	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	1	1	2	2	2	2	0	2	1	3	2	1	5	1	1	1	6	1	1	1	0	0	4	7	2	2	9	2	1	2	1	2	1	1	15	0	2	0	2	2	2	1	2	1	1	1	142
OG0000604	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	142
OG0000605	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	142
OG0000606	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	142
OG0000607	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	142
OG0000608	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	1	1	0	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	4	2	2	2	2	4	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2	3	3	3	2	2	2	2	142
OG0000609	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	142
OG0000610	2	2	2	2	2	3	2	1	1	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	1	2	4	2	0	1	1	2	1	2	1	2	1	2	2	3	2	2	2	2	2	2	4	3	2	2	1	3	2	2	2	2	2	2	1	1	2	2	1	1	4	2	2	2	2	2	2	2	142
OG0000611	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	142
OG0000612	2	1	2	1	2	2	2	2	2	2	3	2	3	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	2	2	2	3	2	2	3	2	2	1	2	2	2	2	2	2	2	2	1	4	2	2	2	2	3	2	2	2	142
OG0000613	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	142
OG0000614	2	2	1	2	4	4	4	4	4	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	3	3	2	1	1	2	2	3	2	2	3	2	2	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	1	142
OG0000615	2	0	1	1	3	2	2	3	2	2	1	3	2	2	3	3	3	3	3	3	3	3	3	1	0	1	4	3	1	1	1	1	1	3	2	1	2	2	2	1	1	1	1	1	2	3	2	1	3	2	1	1	0	1	2	1	3	3	1	3	2	3	1	1	2	3	3	3	3	3	3	2	142
OG0000616	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	5	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2	142
OG0000617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142
OG0000618	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	141
OG0000619	1	2	2	2	2	1	2	2	2	1	3	2	2	2	1	2	2	2	1	2	2	1	2	2	6	1	2	2	3	2	2	2	3	1	1	1	0	1	1	2	2	3	2	2	2	1	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	7	2	2	2	2	2	2	2	1	141
OG0000620	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	4	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	141
OG0000621	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	2	2	2	1	2	2	2	2	0	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	6	2	2	1	2	2	2	2	2	2	2	2	2	141
OG0000622	3	1	1	2	1	1	1	0	1	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	30	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	0	2	4	2	2	0	1	1	0	0	0	0	1	1	1	38	0	1	1	1	1	1	1	1	141
OG0000623	2	2	3	2	1	2	2	2	2	2	2	2	2	2	2	1	3	1	2	2	2	2	1	3	1	2	2	5	2	2	2	3	2	2	2	2	2	2	2	1	2	2	2	2	1	2	3	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	141
OG0000624	2	2	2	3	2	2	2	2	2	2	5	1	2	2	2	0	2	1	2	2	1	2	1	2	0	2	2	2	5	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	2	3	2	2	2	2	0	2	2	1	2	3	3	2	2	2	2	2	2	1	141
OG0000625	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	141
OG0000626	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	141
OG0000627	2	2	1	2	2	2	2	1	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	4	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	1	3	2	2	2	2	2	3	2	1	3	1	2	2	3	2	2	2	2	2	2	2	1	141
OG0000628	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	4	2	2	2	2	2	2	1	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	141
OG0000629	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	1	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	141
OG0000630	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	141
OG0000631	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	2	141
OG0000632	1	1	3	2	2	2	2	2	2	1	2	3	3	3	3	3	3	3	3	3	2	3	3	2	2	1	1	3	1	2	2	1	1	1	1	1	2	2	1	3	3	4	1	2	2	3	4	2	2	1	1	2	1	0	2	2	1	1	2	1	1	3	1	2	2	1	2	2	2	2	2	2	141
OG0000633	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	141
OG0000634	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	141
OG0000635	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	141
OG0000636	2	1	2	3	2	2	2	2	2	2	4	2	2	3	2	3	2	2	2	2	3	2	3	1	0	4	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	141
OG0000637	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	141
OG0000638	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	0	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	141
OG0000639	2	0	3	0	2	2	4	3	4	1	3	3	2	2	2	1	1	0	2	2	3	3	1	0	0	2	3	3	0	0	0	0	2	1	2	3	3	4	4	4	0	0	3	1	4	4	2	1	0	4	2	0	4	3	3	1	1	2	2	2	3	4	0	4	2	2	2	2	1	2	1	2	141
OG0000640	2	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	141
OG0000641	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	141
OG0000642	1	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	3	2	1	2	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	4	2	1	2	2	2	2	2	2	2	140
OG0000643	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	140
OG0000644	2	1	2	1	2	2	2	2	2	1	2	3	2	2	2	1	4	1	2	3	3	2	2	2	2	1	2	2	1	2	3	2	1	0	2	3	2	2	2	3	1	1	2	2	2	2	4	2	4	2	2	2	3	2	2	1	2	2	1	1	2	2	0	2	2	2	2	2	2	2	2	2	140
OG0000645	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	6	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	140
OG0000646	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	1	3	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	3	2	2	2	1	1	2	2	1	2	4	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	140
OG0000647	1	2	3	3	1	1	1	1	1	2	1	5	4	5	2	1	2	1	2	3	4	2	1	2	0	1	1	1	3	3	3	3	1	1	2	3	2	1	5	3	3	3	1	2	2	2	3	3	3	1	1	2	1	1	1	2	1	2	4	1	1	2	3	1	1	1	1	1	3	1	1	1	140
OG0000648	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	1	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	140
OG0000649	2	3	2	1	2	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	140
OG0000650	3	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	0	4	2	2	2	1	1	1	1	3	2	1	2	2	2	2	2	2	3	2	2	2	2	1	1	5	2	2	3	2	2	2	1	1	0	1	11	2	2	1	2	1	1	1	1	1	1	2	140
OG0000651	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	140
OG0000652	2	3	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	0	3	2	2	2	1	2	1	2	1	2	3	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	140
OG0000653	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	140
OG0000654	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	140
OG0000655	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	140
OG0000656	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	140
OG0000657	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2	3	3	2	1	2	2	3	1	1	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	3	2	4	2	1	2	1	2	2	2	2	2	2	2	4	2	2	1	1	2	2	2	2	2	2	2	140
OG0000658	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	1	2	1	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	7	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	140
OG0000659	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	3	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	140
OG0000660	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	2	2	1	2	2	2	2	4	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	1	3	2	2	2	2	2	1	1	1	1	1	2	2	2	3	1	2	2	2	2	2	2	1	140
OG0000661	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	3	2	0	2	2	1	2	2	2	2	2	2	2	2	2	11	2	2	0	2	2	2	2	1	2	1	2	140
OG0000662	3	0	3	2	2	2	2	3	1	3	1	3	3	3	3	2	3	3	3	3	3	3	3	2	0	3	3	3	2	0	0	0	2	3	2	2	2	3	3	3	2	2	3	2	3	3	3	3	0	3	2	2	2	0	3	2	0	0	0	0	3	3	2	2	2	0	0	0	0	0	0	3	140
OG0000663	2	2	2	2	2	1	3	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	3	2	2	2	0	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	3	2	1	2	1	2	2	2	2	2	2	2	2	2	0	2	2	3	2	3	3	3	3	2	140
OG0000664	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	140
OG0000665	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	3	2	4	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	3	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	140
