species	term	gene
vv	map05010	LOC127071529
vv	map05012	LOC127071529
vv	map05016	LOC127071529
vv	map00190	LOC127071530
vv	map01100	LOC127071530
vv	map04714	LOC127071530
vv	map04723	LOC127071530
vv	map04932	LOC127071530
vv	map05010	LOC127071530
vv	map05012	LOC127071530
vv	map05016	LOC127071530
vv	map04714	LOC127071531
vv	map03018	LOC127071535
vv	map00230	LOC127071536
vv	map00240	LOC127071536
vv	map01100	LOC127071536
vv	map03020	LOC127071536
vv	map05016	LOC127071536
vv	map05169	LOC127071536
vv	map03015	LOC127071540
vv	map03410	LOC127071543
vv	map03013	LOC127071544
vv	map00010	LOC127071545
vv	map00230	LOC127071545
vv	map00620	LOC127071545
vv	map01100	LOC127071545
vv	map01110	LOC127071545
vv	map01120	LOC127071545
vv	map01130	LOC127071545
vv	map01200	LOC127071545
vv	map01230	LOC127071545
vv	map04910	LOC127071545
vv	map04922	LOC127071545
vv	map04930	LOC127071545
vv	map04932	LOC127071545
vv	map04950	LOC127071545
vv	map05165	LOC127071545
vv	map05203	LOC127071545
vv	map05230	LOC127071545
vv	map04141	LOC127071546
vv	map00010	LOC127071547
vv	map00230	LOC127071547
vv	map00620	LOC127071547
vv	map01100	LOC127071547
vv	map01110	LOC127071547
vv	map01120	LOC127071547
vv	map01130	LOC127071547
vv	map01200	LOC127071547
vv	map01230	LOC127071547
vv	map04910	LOC127071547
vv	map04922	LOC127071547
vv	map04930	LOC127071547
vv	map04932	LOC127071547
vv	map04950	LOC127071547
vv	map05165	LOC127071547
vv	map05203	LOC127071547
vv	map05230	LOC127071547
vv	map00860	LOC127071548
vv	map04010	LOC127071553
vv	map04013	LOC127071553
vv	map04014	LOC127071553
vv	map05203	LOC127071553
vv	map03040	LOC127071554
vv	map03010	LOC127071556
vv	map05206	LOC127071556
vv	map04657	LOC127071558
vv	map04668	LOC127071558
vv	map04912	LOC127071558
vv	map04926	LOC127071558
vv	map00564	LOC127071559
vv	map00983	LOC127071559
vv	map01100	LOC127071559
vv	map04725	LOC127071559
vv	map00514	LOC127071564
vv	map04714	LOC127071567
vv	map00564	LOC127071568
vv	map00565	LOC127071568
vv	map00590	LOC127071568
vv	map00591	LOC127071568
vv	map00592	LOC127071568
vv	map01100	LOC127071568
vv	map01110	LOC127071568
vv	map04014	LOC127071568
vv	map04270	LOC127071568
vv	map04972	LOC127071568
vv	map04975	LOC127071568
vv	map03410	LOC127071569
vv	map04624	LOC127071573
vv	map04390	LOC127071575
vv	map04391	LOC127071575
vv	map04530	LOC127071575
vv	map05165	LOC127071575
vv	map03008	LOC127071578
vv	map03013	LOC127071578
vv	map00190	LOC127071583
vv	map01100	LOC127071583
vv	map04714	LOC127071583
vv	map04723	LOC127071583
vv	map04932	LOC127071583
vv	map05010	LOC127071583
vv	map05012	LOC127071583
vv	map05016	LOC127071583
vv	map04320	LOC127071589
vv	map00010	LOC127071592
vv	map00710	LOC127071592
vv	map01100	LOC127071592
vv	map01110	LOC127071592
vv	map01120	LOC127071592
vv	map01130	LOC127071592
vv	map01200	LOC127071592
vv	map01230	LOC127071592
vv	map04115	LOC127071594
vv	map04512	LOC127071596
vv	map05410	LOC127071596
vv	map05412	LOC127071596
vv	map05414	LOC127071596
vv	map05416	LOC127071596
vv	map00561	LOC127071597
vv	map01100	LOC127071597
vv	map04141	LOC127071601
vv	map00910	LOC127071602
vv	map04964	LOC127071602
vv	map04966	LOC127071602
vv	map04971	LOC127071602
vv	map04972	LOC127071602
vv	map04976	LOC127071602
vv	map00062	LOC127071603
vv	map01040	LOC127071603
vv	map01110	LOC127071603
vv	map01212	LOC127071603
vv	map00240	LOC127071604
vv	map00250	LOC127071604
vv	map01100	LOC127071604
vv	map04391	LOC127071605
vv	map04146	LOC127071606
vv	map04015	LOC127071611
vv	map04310	LOC127071611
vv	map04390	LOC127071611
vv	map04510	LOC127071611
vv	map04520	LOC127071611
vv	map04550	LOC127071611
vv	map04670	LOC127071611
vv	map04916	LOC127071611
vv	map04919	LOC127071611
vv	map04934	LOC127071611
vv	map05100	LOC127071611
vv	map05130	LOC127071611
vv	map05165	LOC127071611
vv	map05166	LOC127071611
vv	map05167	LOC127071611
vv	map05200	LOC127071611
vv	map05205	LOC127071611
vv	map05210	LOC127071611
vv	map05213	LOC127071611
vv	map05215	LOC127071611
vv	map05216	LOC127071611
vv	map05217	LOC127071611
vv	map05224	LOC127071611
vv	map05225	LOC127071611
vv	map05226	LOC127071611
vv	map05412	LOC127071611
vv	map05418	LOC127071611
vv	map00590	LOC127071615
vv	map00591	LOC127071615
vv	map00981	LOC127071615
vv	map01100	LOC127071615
vv	map04212	LOC127071615
vv	map04726	LOC127071615
vv	map04750	LOC127071615
vv	map04913	LOC127071615
vv	map04214	LOC127071616
vv	map04215	LOC127071616
vv	map04910	LOC127071617
vv	map00230	LOC127071619
vv	map01100	LOC127071619
vv	map04020	LOC127071622
vv	map04022	LOC127071622
vv	map04217	LOC127071622
vv	map04218	LOC127071622
vv	map05012	LOC127071622
vv	map05016	LOC127071622
vv	map05166	LOC127071622
vv	map04130	LOC127071623
vv	map04145	LOC127071623
vv	map03008	LOC127071624
vv	map00750	LOC127071625
vv	map01100	LOC127071625
vv	map01120	LOC127071625
vv	map00520	LOC127071636
vv	map01130	LOC127071636
vv	map04330	LOC127071638
vv	map04962	LOC127071640
vv	map05034	LOC127071643
vv	map05165	LOC127071643
vv	map05203	LOC127071643
vv	map05164	LOC127071645
vv	map05202	LOC127071649
vv	map03015	LOC127071650
vv	map04071	LOC127071650
vv	map04151	LOC127071650
vv	map04152	LOC127071650
vv	map04261	LOC127071650
vv	map04728	LOC127071650
vv	map05165	LOC127071650
vv	map03010	LOC127071659
vv	map03010	LOC127071660
vv	map00310	LOC127071668
vv	map05202	LOC127071668
vv	map04020	LOC127071672
vv	map04080	LOC127071672
vv	map04911	LOC127071672
vv	map04972	LOC127071672
vv	map00230	LOC127071673
vv	map00983	LOC127071673
vv	map01100	LOC127071673
vv	map01110	LOC127071673
vv	map04141	LOC127071675
vv	map05164	LOC127071675
vv	map00062	LOC127071676
vv	map01040	LOC127071676
vv	map01110	LOC127071676
vv	map01212	LOC127071676
vv	map01522	LOC127071680
vv	map04320	LOC127071680
vv	map04330	LOC127071680
vv	map04371	LOC127071680
vv	map04390	LOC127071680
vv	map04391	LOC127071680
vv	map04658	LOC127071680
vv	map04668	LOC127071680
vv	map04919	LOC127071680
vv	map05020	LOC127071680
vv	map05165	LOC127071680
vv	map05200	LOC127071680
vv	map05206	LOC127071680
vv	map05224	LOC127071680
vv	map04210	LOC127071682
vv	map00230	LOC127071683
vv	map02025	LOC127071683
vv	map04113	LOC127071683
vv	map04213	LOC127071683
vv	map04918	LOC127071690
vv	map04080	LOC127071696
vv	map04972	LOC127071696
vv	map04974	LOC127071696
vv	map05164	LOC127071696
vv	map04341	LOC127071705
vv	map00981	LOC127071706
vv	map04974	LOC127071707
vv	map03015	LOC127071716
vv	map04140	LOC127071717
vv	map05167	LOC127071717
vv	map04130	LOC127071720
vv	map05016	LOC127071724
vv	map03018	LOC127071725
vv	map04340	LOC127071726
vv	map04341	LOC127071726
vv	map04360	LOC127071726
vv	map05200	LOC127071726
vv	map05205	LOC127071726
vv	map05217	LOC127071726
vv	map03440	LOC127071730
vv	map03460	LOC127071730
vv	map00062	LOC127071734
vv	map01100	LOC127071734
vv	map01212	LOC127071734
vv	map00512	LOC127071735
vv	map01100	LOC127071735
vv	map00520	LOC127071738
vv	map04141	LOC127071745
vv	map00240	LOC127071748
vv	map01100	LOC127071748
vv	map03010	LOC127071748
vv	map03050	LOC127071749
vv	map03018	LOC127071751
vv	map03040	LOC127071752
vv	map03010	LOC127071757
vv	map00750	LOC127071761
vv	map01100	LOC127071761
vv	map00562	LOC127071765
vv	map01100	LOC127071765
vv	map04015	LOC127071765
vv	map04020	LOC127071765
vv	map04022	LOC127071765
vv	map04062	LOC127071765
vv	map04070	LOC127071765
vv	map04071	LOC127071765
vv	map04072	LOC127071765
vv	map04261	LOC127071765
vv	map04270	LOC127071765
vv	map04310	LOC127071765
vv	map04371	LOC127071765
vv	map04540	LOC127071765
vv	map04611	LOC127071765
vv	map04621	LOC127071765
vv	map04713	LOC127071765
vv	map04720	LOC127071765
vv	map04723	LOC127071765
vv	map04724	LOC127071765
vv	map04725	LOC127071765
vv	map04726	LOC127071765
vv	map04728	LOC127071765
vv	map04730	LOC127071765
vv	map04745	LOC127071765
vv	map04750	LOC127071765
vv	map04911	LOC127071765
vv	map04912	LOC127071765
vv	map04915	LOC127071765
vv	map04916	LOC127071765
vv	map04918	LOC127071765
vv	map04919	LOC127071765
vv	map04921	LOC127071765
vv	map04922	LOC127071765
vv	map04924	LOC127071765
vv	map04925	LOC127071765
vv	map04926	LOC127071765
vv	map04927	LOC127071765
vv	map04933	LOC127071765
vv	map04934	LOC127071765
vv	map04961	LOC127071765
vv	map04970	LOC127071765
vv	map04971	LOC127071765
vv	map04972	LOC127071765
vv	map05010	LOC127071765
vv	map05016	LOC127071765
vv	map05142	LOC127071765
vv	map05143	LOC127071765
vv	map05146	LOC127071765
vv	map05200	LOC127071765
vv	map04015	LOC127071768
vv	map04024	LOC127071768
vv	map04080	LOC127071768
vv	map04540	LOC127071768
vv	map04728	LOC127071768
vv	map05012	LOC127071768
vv	map05030	LOC127071768
vv	map05034	LOC127071768
vv	map00072	LOC127071774
vv	map00650	LOC127071774
vv	map01100	LOC127071774
vv	map00071	LOC127071783
vv	map00592	LOC127071783
vv	map01040	LOC127071783
vv	map01100	LOC127071783
vv	map01110	LOC127071783
vv	map01212	LOC127071783
vv	map03320	LOC127071783
vv	map04024	LOC127071783
vv	map04146	LOC127071783
vv	map04144	LOC127071790
vv	map04212	LOC127071791
vv	map05168	LOC127071791
vv	map04020	LOC127071792
vv	map04022	LOC127071792
vv	map04024	LOC127071792
vv	map04261	LOC127071792
vv	map04925	LOC127071792
vv	map04970	LOC127071792
vv	map04972	LOC127071792
vv	map00190	LOC127071806
vv	map01100	LOC127071806
vv	map04714	LOC127071806
vv	map04723	LOC127071806
vv	map04932	LOC127071806
vv	map05010	LOC127071806
vv	map05012	LOC127071806
vv	map05016	LOC127071806
vv	map00190	LOC127071807
vv	map01100	LOC127071807
vv	map04714	LOC127071807
vv	map00230	LOC127071808
vv	map04927	LOC127071808
vv	map04934	LOC127071808
vv	map05032	LOC127071808
vv	map03040	LOC127071810
vv	map00230	LOC127071812
vv	map00240	LOC127071812
vv	map01100	LOC127071812
vv	map03020	LOC127071812
vv	map05016	LOC127071812
vv	map05169	LOC127071812
vv	map03013	LOC127071814
vv	map04721	LOC127071815
vv	map03008	LOC127071816
vv	map05231	LOC127071820
vv	map03460	LOC127071823
vv	map04150	LOC127071824
vv	map04310	LOC127071824
vv	map04390	LOC127071824
vv	map04550	LOC127071824
vv	map04916	LOC127071824
vv	map04934	LOC127071824
vv	map05165	LOC127071824
vv	map05166	LOC127071824
vv	map05200	LOC127071824
vv	map05205	LOC127071824
vv	map05217	LOC127071824
vv	map05224	LOC127071824
vv	map05225	LOC127071824
vv	map05226	LOC127071824
vv	map04114	LOC127071825
vv	map05200	LOC127071831
vv	map05216	LOC127071831
vv	map00010	LOC127071832
vv	map00270	LOC127071832
vv	map00620	LOC127071832
vv	map00640	LOC127071832
vv	map01100	LOC127071832
vv	map01110	LOC127071832
vv	map01120	LOC127071832
vv	map01130	LOC127071832
vv	map04922	LOC127071832
vv	map04114	LOC127071834
vv	map00010	LOC127071835
vv	map00270	LOC127071835
vv	map00620	LOC127071835
vv	map00640	LOC127071835
vv	map01100	LOC127071835
vv	map01110	LOC127071835
vv	map01120	LOC127071835
vv	map01130	LOC127071835
vv	map04922	LOC127071835
vv	map04130	LOC127071836
vv	map04140	LOC127071836
vv	map03010	LOC127071840
vv	map00900	LOC127071841
vv	map00981	LOC127071841
vv	map01130	LOC127071841
vv	map00750	LOC127071842
vv	map01100	LOC127071842
vv	map01120	LOC127071842
vv	map04144	LOC127071845
vv	map04217	LOC127071845
vv	map04015	LOC127071855
vv	map04611	LOC127071855
vv	map00770	LOC127071859
vv	map01100	LOC127071859
vv	map04964	LOC127071862
vv	map00900	LOC127071864
vv	map01130	LOC127071864
vv	map05202	LOC127071868
vv	map04010	LOC127071871
vv	map04013	LOC127071871
vv	map04212	LOC127071873
vv	map00600	LOC127071876
vv	map01100	LOC127071876
vv	map04071	LOC127071876
vv	map04721	LOC127071878
vv	map03030	LOC127071880
vv	map03018	LOC127071881
vv	map00240	LOC127071887
vv	map00410	LOC127071887
vv	map00770	LOC127071887
vv	map00983	LOC127071887
vv	map01100	LOC127071887
vv	map04360	LOC127071887
vv	map00190	LOC127071888
vv	map01100	LOC127071888
vv	map04260	LOC127071888
vv	map04714	LOC127071888
vv	map04932	LOC127071888
vv	map05010	LOC127071888
vv	map05012	LOC127071888
vv	map05016	LOC127071888
vv	map04060	LOC127071894
vv	map04657	LOC127071894
vv	map00190	LOC127071913
vv	map01100	LOC127071913
vv	map04145	LOC127071913
vv	map04150	LOC127071913
vv	map04721	LOC127071913
vv	map04966	LOC127071913
vv	map05110	LOC127071913
vv	map05120	LOC127071913
vv	map05323	LOC127071913
vv	map00510	LOC127071919
vv	map00513	LOC127071919
vv	map01100	LOC127071919
vv	map00120	LOC127071922
vv	map01100	LOC127071922
vv	map03320	LOC127071922
vv	map04979	LOC127071922
vv	map03008	LOC127071923
vv	map00072	LOC127071925
vv	map00280	LOC127071925
vv	map00281	LOC127071925
vv	map00650	LOC127071925
vv	map01100	LOC127071925
vv	map04146	LOC127071925
vv	map04910	LOC127071928
vv	map04931	LOC127071928
vv	map04110	LOC127071930
vv	map04111	LOC127071930
vv	map04113	LOC127071930
vv	map04114	LOC127071930
vv	map04120	LOC127071930
vv	map04657	LOC127071930
vv	map04914	LOC127071930
vv	map05166	LOC127071930
vv	map04013	LOC127071932
vv	map04310	LOC127071932
vv	map04330	LOC127071932
vv	map00640	LOC127071934
vv	map01100	LOC127071934
vv	map02010	LOC127071935
vv	map02010	LOC127071937
vv	map04144	LOC127071941
vv	map03040	LOC127071942
vv	map04140	LOC127071946
vv	map04150	LOC127071946
vv	map00532	LOC127071947
vv	map03010	LOC127071951
vv	map03018	LOC127071954
vv	map03040	LOC127071954
vv	map04714	LOC127071960
vv	map05202	LOC127071960
vv	map04136	LOC127071961
vv	map04138	LOC127071961
vv	map04140	LOC127071961
vv	map00790	LOC127071964
vv	map01100	LOC127071964
vv	map03030	LOC127071964
vv	map04727	LOC127071964
vv	map04020	LOC127071967
vv	map04910	LOC127071967
vv	map04922	LOC127071967
vv	map01521	LOC127071969
vv	map04010	LOC127071969
vv	map04011	LOC127071969
vv	map04012	LOC127071969
vv	map04014	LOC127071969
vv	map04015	LOC127071969
vv	map04020	LOC127071969
vv	map04062	LOC127071969
vv	map04064	LOC127071969
vv	map04066	LOC127071969
vv	map04070	LOC127071969
vv	map04071	LOC127071969
vv	map04072	LOC127071969
vv	map04139	LOC127071969
vv	map04150	LOC127071969
vv	map04151	LOC127071969
vv	map04261	LOC127071969
vv	map04270	LOC127071969
vv	map04310	LOC127071969
vv	map04360	LOC127071969
vv	map04370	LOC127071969
vv	map04510	LOC127071969
vv	map04540	LOC127071969
vv	map04650	LOC127071969
vv	map04662	LOC127071969
vv	map04664	LOC127071969
vv	map04666	LOC127071969
vv	map04670	LOC127071969
vv	map04713	LOC127071969
vv	map04720	LOC127071969
vv	map04723	LOC127071969
vv	map04724	LOC127071969
vv	map04725	LOC127071969
vv	map04726	LOC127071969
vv	map04727	LOC127071969
vv	map04728	LOC127071969
vv	map04730	LOC127071969
vv	map04745	LOC127071969
vv	map04750	LOC127071969
vv	map04911	LOC127071969
vv	map04912	LOC127071969
vv	map04916	LOC127071969
vv	map04918	LOC127071969
vv	map04919	LOC127071969
vv	map04921	LOC127071969
vv	map04925	LOC127071969
vv	map04926	LOC127071969
vv	map04931	LOC127071969
vv	map04933	LOC127071969
vv	map04960	LOC127071969
vv	map04961	LOC127071969
vv	map04970	LOC127071969
vv	map04971	LOC127071969
vv	map04972	LOC127071969
vv	map04973	LOC127071969
vv	map05031	LOC127071969
vv	map05032	LOC127071969
vv	map05110	LOC127071969
vv	map05130	LOC127071969
vv	map05140	LOC127071969
vv	map05143	LOC127071969
vv	map05146	LOC127071969
vv	map05161	LOC127071969
vv	map05164	LOC127071969
vv	map05200	LOC127071969
vv	map05205	LOC127071969
vv	map05206	LOC127071969
vv	map05214	LOC127071969
vv	map05223	LOC127071969
vv	map05225	LOC127071969
vv	map05231	LOC127071969
vv	map00600	LOC127071971
vv	map01100	LOC127071971
vv	map05206	LOC127071973
vv	map04934	LOC127071974
vv	map00010	LOC127071976
vv	map00030	LOC127071976
vv	map00500	LOC127071976
vv	map00520	LOC127071976
vv	map01100	LOC127071976
vv	map01110	LOC127071976
vv	map01120	LOC127071976
vv	map01130	LOC127071976
vv	map01200	LOC127071976
vv	map04138	LOC127071977
vv	map00510	LOC127071979
vv	map01100	LOC127071979
vv	map04624	LOC127071982
vv	map03013	LOC127071984
vv	map04064	LOC127071984
vv	map04120	LOC127071984
vv	map05206	LOC127071984
vv	map04020	LOC127071987
vv	map04910	LOC127071987
vv	map04922	LOC127071987
vv	map03013	LOC127071990
vv	map03015	LOC127071990
vv	map03040	LOC127071990
vv	map04136	LOC127071991
vv	map04138	LOC127071991
vv	map04140	LOC127071991
vv	map04211	LOC127071991
vv	map03022	LOC127071993
vv	map03420	LOC127071993
vv	map04110	LOC127071993
vv	map04120	LOC127072004
vv	map03040	LOC127072007
vv	map04141	LOC127072008
vv	map03008	LOC127072009
vv	map00563	LOC127072011
vv	map01100	LOC127072011
vv	map03450	LOC127072013
vv	map00901	LOC127072016
vv	map01100	LOC127072016
vv	map01110	LOC127072016
vv	map00520	LOC127072020
vv	map01100	LOC127072020
vv	map00190	LOC127072022
vv	map01100	LOC127072022
vv	map04714	LOC127072022
vv	map04723	LOC127072022
vv	map04932	LOC127072022
vv	map05010	LOC127072022
vv	map05012	LOC127072022
vv	map05016	LOC127072022
vv	map00563	LOC127072023
vv	map01100	LOC127072023
vv	map03410	LOC127072025
vv	map05134	LOC127072028
vv	map03010	LOC127072033
vv	map03008	LOC127072036
vv	map04137	LOC127072037
vv	map04214	LOC127072037
vv	map00190	LOC127072040
vv	map01100	LOC127072040
vv	map03015	LOC127072040
vv	map04714	LOC127072040
vv	map04723	LOC127072040
vv	map04932	LOC127072040
vv	map05010	LOC127072040
vv	map05012	LOC127072040
vv	map05016	LOC127072040
vv	map03022	LOC127072042
vv	map05202	LOC127072042
vv	map03013	LOC127072043
vv	map03015	LOC127072043
vv	map00130	LOC127072047
vv	map01110	LOC127072047
vv	map03013	LOC127072048
vv	map04064	LOC127072048
vv	map04120	LOC127072048
vv	map05206	LOC127072048
vv	map04624	LOC127072053
vv	map05205	LOC127072053
vv	map03013	LOC127072054
vv	map03040	LOC127072054
vv	map00511	LOC127072058
vv	map04142	LOC127072058
vv	map04012	LOC127072059
vv	map04062	LOC127072059
vv	map04217	LOC127072059
vv	map04630	LOC127072059
vv	map04658	LOC127072059
vv	map04659	LOC127072059
vv	map04917	LOC127072059
vv	map04933	LOC127072059
vv	map05161	LOC127072059
vv	map05162	LOC127072059
vv	map05166	LOC127072059
vv	map05200	LOC127072059
vv	map05203	LOC127072059
vv	map05220	LOC127072059
vv	map05221	LOC127072059
vv	map05223	LOC127072059
vv	map05202	LOC127072063
vv	map00562	LOC127072065
vv	map01100	LOC127072065
vv	map04070	LOC127072065
vv	map00562	LOC127072066
vv	map01100	LOC127072066
vv	map04070	LOC127072066
vv	map04145	LOC127072073
vv	map04151	LOC127072073
vv	map04510	LOC127072073
vv	map04512	LOC127072073
vv	map04962	LOC127072073
vv	map05132	LOC127072073
vv	map05145	LOC127072073
vv	map05146	LOC127072073
vv	map05165	LOC127072073
vv	map05200	LOC127072073
vv	map05222	LOC127072073
vv	map04110	LOC127072075
vv	map04111	LOC127072075
vv	map04113	LOC127072075
vv	map04114	LOC127072075
vv	map04151	LOC127072075
vv	map04510	LOC127072075
vv	map04512	LOC127072075
vv	map04974	LOC127072075
vv	map05165	LOC127072075
vv	map00561	LOC127072076
vv	map00564	LOC127072076
vv	map01100	LOC127072076
vv	map01110	LOC127072076
vv	map04070	LOC127072076
vv	map04072	LOC127072076
vv	map05231	LOC127072076
vv	map04110	LOC127072079
vv	map04111	LOC127072079
vv	map04113	LOC127072079
vv	map04114	LOC127072079
vv	map04151	LOC127072079
vv	map04510	LOC127072079
vv	map04512	LOC127072079
vv	map04974	LOC127072079
vv	map05165	LOC127072079
vv	map04020	LOC127072082
vv	map04022	LOC127072082
vv	map04270	LOC127072082
vv	map04371	LOC127072082
vv	map04510	LOC127072082
vv	map04611	LOC127072082
vv	map04810	LOC127072082
vv	map04921	LOC127072082
vv	map04971	LOC127072082
vv	map04022	LOC127072083
vv	map04071	LOC127072083
vv	map04270	LOC127072083
vv	map04371	LOC127072083
vv	map04530	LOC127072083
vv	map04666	LOC127072083
vv	map04750	LOC127072083
vv	map04925	LOC127072083
vv	map04930	LOC127072083
vv	map04931	LOC127072083
vv	map04933	LOC127072083
vv	map05206	LOC127072083
vv	map04110	LOC127072084
vv	map04111	LOC127072084
vv	map04113	LOC127072084
vv	map04114	LOC127072084
vv	map04120	LOC127072084
vv	map04914	LOC127072084
vv	map05166	LOC127072084
vv	map03040	LOC127072085
vv	map05202	LOC127072085
vv	map05205	LOC127072085
vv	map04310	LOC127072086
vv	map04330	LOC127072086
vv	map04722	LOC127072086
vv	map05010	LOC127072086
vv	map05165	LOC127072086
vv	map04068	LOC127072088
vv	map04260	LOC127072090
vv	map04261	LOC127072090
vv	map05410	LOC127072090
vv	map05414	LOC127072090
vv	map00520	LOC127072091
vv	map00564	LOC127072092
vv	map01110	LOC127072092
vv	map04011	LOC127072092
vv	map04146	LOC127072095
vv	map04022	LOC127072097
vv	map04071	LOC127072097
vv	map04270	LOC127072097
vv	map04371	LOC127072097
vv	map04530	LOC127072097
vv	map04666	LOC127072097
vv	map04750	LOC127072097
vv	map04925	LOC127072097
vv	map04930	LOC127072097
vv	map04931	LOC127072097
vv	map04933	LOC127072097
vv	map05206	LOC127072097
vv	map04668	LOC127072101
vv	map04912	LOC127072101
vv	map05206	LOC127072101
vv	map00040	LOC127072104
vv	map00531	LOC127072104
vv	map00860	LOC127072104
vv	map00944	LOC127072104
vv	map00983	LOC127072104
vv	map01100	LOC127072104
vv	map01110	LOC127072104
vv	map04142	LOC127072104
vv	map04137	LOC127072105
vv	map00770	LOC127072108
vv	map01100	LOC127072108
vv	map04011	LOC127072109
vv	map04714	LOC127072111
vv	map01522	LOC127072115
vv	map04330	LOC127072115
vv	map04919	LOC127072115
vv	map05169	LOC127072115
vv	map05202	LOC127072115
vv	map03010	LOC127072124
vv	map04142	LOC127072129
vv	map04144	LOC127072129
vv	map04721	LOC127072129
vv	map04961	LOC127072129
vv	map05016	LOC127072129
vv	map05100	LOC127072129
vv	map04010	LOC127072133
vv	map03015	LOC127072134
vv	map04970	LOC127072134
vv	map00051	LOC127072137
vv	map01100	LOC127072137
vv	map01120	LOC127072137
vv	map04138	LOC127072138
vv	map00630	LOC127072141
vv	map01100	LOC127072141
vv	map01110	LOC127072141
vv	map01130	LOC127072141
vv	map01200	LOC127072141
vv	map03008	LOC127072144
vv	map03013	LOC127072144
vv	map04010	LOC127072145
vv	map04014	LOC127072145
vv	map04015	LOC127072145
vv	map04151	LOC127072145
vv	map04810	LOC127072145
vv	map05200	LOC127072145
vv	map05218	LOC127072145
vv	map05224	LOC127072145
vv	map05226	LOC127072145
vv	map03008	LOC127072147
vv	map04064	LOC127072147
vv	map04137	LOC127072147
vv	map04139	LOC127072147
vv	map04310	LOC127072147
vv	map04520	LOC127072147
vv	map04712	LOC127072147
vv	map05162	LOC127072147
vv	map05168	LOC127072147
vv	map05169	LOC127072147
vv	map04714	LOC127072160
vv	map05225	LOC127072160
vv	map00510	LOC127072164
vv	map00513	LOC127072164
vv	map01100	LOC127072164
vv	map04141	LOC127072164
vv	map00330	LOC127072171
vv	map01100	LOC127072171
vv	map01110	LOC127072171
vv	map01130	LOC127072171
vv	map00330	LOC127072172
vv	map01100	LOC127072172
vv	map01110	LOC127072172
vv	map01130	LOC127072172
vv	map03013	LOC127072178
vv	map03040	LOC127072178
vv	map03010	LOC127072181
vv	map05200	LOC127072185
vv	map05220	LOC127072185
vv	map04934	LOC127072186
vv	map00350	LOC127072188
vv	map01100	LOC127072188
vv	map00100	LOC127072189
vv	map00981	LOC127072189
vv	map01100	LOC127072189
vv	map05206	LOC127072189
vv	map04330	LOC127072191
vv	map04919	LOC127072197
vv	map04139	LOC127072199
vv	map00970	LOC127072200
vv	map04919	LOC127072202
vv	map05168	LOC127072207
vv	map04120	LOC127072211
vv	map05165	LOC127072211
vv	map05203	LOC127072211
vv	map00561	LOC127072215
vv	map00564	LOC127072215
vv	map01100	LOC127072215
vv	map01110	LOC127072215
vv	map03050	LOC127072219
vv	map03008	LOC127072227
vv	map00480	LOC127072240
vv	map00980	LOC127072240
vv	map00982	LOC127072240
vv	map00983	LOC127072240
vv	map01524	LOC127072240
vv	map05200	LOC127072240
vv	map05204	LOC127072240
vv	map05225	LOC127072240
vv	map05418	LOC127072240
vv	map03460	LOC127072243
vv	map03015	LOC127072246
vv	map00260	LOC127072249
vv	map00270	LOC127072249
vv	map01100	LOC127072249
vv	map01130	LOC127072249
vv	map01230	LOC127072249
vv	map00511	LOC127072253
vv	map04142	LOC127072253
vv	map00510	LOC127072254
vv	map00513	LOC127072254
vv	map01100	LOC127072254
vv	map03008	LOC127072256
vv	map04520	LOC127072260
vv	map04530	LOC127072260
vv	map04540	LOC127072260
vv	map05110	LOC127072260
vv	map05120	LOC127072260
vv	map05132	LOC127072260
vv	map04110	LOC127072262
vv	map04152	LOC127072262
vv	map04218	LOC127072262
vv	map04914	LOC127072262
vv	map05161	LOC127072262
vv	map05165	LOC127072262
vv	map05169	LOC127072262
vv	map05203	LOC127072262
vv	map00510	LOC127072265
vv	map00513	LOC127072265
vv	map01100	LOC127072265
vv	map03050	LOC127072269
vv	map03030	LOC127072303
vv	map03420	LOC127072303
vv	map03430	LOC127072303
vv	map00908	LOC127072305
vv	map01100	LOC127072305
vv	map01110	LOC127072305
vv	map00073	LOC127072314
vv	map04146	LOC127072314
vv	map04212	LOC127072314
vv	map00073	LOC127072317
vv	map04146	LOC127072317
vv	map04212	LOC127072317
vv	map00073	LOC127072318
vv	map04146	LOC127072318
vv	map04212	LOC127072318
vv	map04024	LOC127072320
vv	map04066	LOC127072320
vv	map04068	LOC127072320
vv	map04110	LOC127072320
vv	map04310	LOC127072320
vv	map04330	LOC127072320
vv	map04350	LOC127072320
vv	map04520	LOC127072320
vv	map04630	LOC127072320
vv	map04720	LOC127072320
vv	map04916	LOC127072320
vv	map04919	LOC127072320
vv	map04922	LOC127072320
vv	map05016	LOC127072320
vv	map05152	LOC127072320
vv	map05161	LOC127072320
vv	map05164	LOC127072320
vv	map05165	LOC127072320
vv	map05166	LOC127072320
vv	map05167	LOC127072320
vv	map05168	LOC127072320
vv	map05169	LOC127072320
vv	map05200	LOC127072320
vv	map05203	LOC127072320
vv	map05206	LOC127072320
vv	map05211	LOC127072320
vv	map05215	LOC127072320
vv	map04724	LOC127072321
vv	map04714	LOC127072322
vv	map00480	LOC127072329
vv	map01100	LOC127072329
vv	map04614	LOC127072329
vv	map04640	LOC127072329
vv	map04015	LOC127072330
vv	map04024	LOC127072330
vv	map04144	LOC127072330
vv	map04350	LOC127072337
vv	map04139	LOC127072339
vv	map05010	LOC127072341
vv	map01521	LOC127072346
vv	map04012	LOC127072346
