term	gene
map00680	N13.HOG0003449
map01100	N13.HOG0003449
map01120	N13.HOG0003449
map01130	N13.HOG0003449
map01200	N13.HOG0003449
map00030	N13.HOG0003450
map00260	N13.HOG0003450
map00561	N13.HOG0003450
map00630	N13.HOG0003450
map00680	N13.HOG0003450
map01100	N13.HOG0003450
map01120	N13.HOG0003450
map01130	N13.HOG0003450
map01200	N13.HOG0003450
map04110	N13.HOG0003456
map04111	N13.HOG0003456
map04113	N13.HOG0003456
map04110	N13.HOG0003457
map04111	N13.HOG0003457
map04113	N13.HOG0003457
map00563	N13.HOG0003458
map01100	N13.HOG0003458
map04977	N13.HOG0003470
map04977	N13.HOG0003471
map00970	N13.HOG0003478
map03013	N13.HOG0003482
map03040	N13.HOG0003482
map00730	N13.HOG0003499
map00740	N13.HOG0003499
map01100	N13.HOG0003499
map00515	N13.HOG0003501
map01100	N13.HOG0003501
map04064	N13.HOG0003507
map03440	N13.HOG0003511
map03008	N13.HOG0003515
map00770	N13.HOG0003523
map00780	N13.HOG0003523
map01100	N13.HOG0003523
map04977	N13.HOG0003523
map04080	N13.HOG0003527
map00120	N13.HOG0003530
map01100	N13.HOG0003530
map03320	N13.HOG0003530
map04979	N13.HOG0003530
map00120	N13.HOG0003531
map01100	N13.HOG0003531
map03320	N13.HOG0003531
map04979	N13.HOG0003531
map00740	N13.HOG0003534
map01100	N13.HOG0003534
map01110	N13.HOG0003534
map00270	N13.HOG0003536
map01100	N13.HOG0003536
map01110	N13.HOG0003536
map00510	N13.HOG0003537
map00513	N13.HOG0003537
map01100	N13.HOG0003537
map00010	N13.HOG0003541
map00020	N13.HOG0003541
map00310	N13.HOG0003541
map00620	N13.HOG0003541
map01100	N13.HOG0003541
map01110	N13.HOG0003541
map01120	N13.HOG0003541
map01130	N13.HOG0003541
map01200	N13.HOG0003541
map04066	N13.HOG0003541
map04922	N13.HOG0003541
map05230	N13.HOG0003541
map00010	N13.HOG0003542
map00020	N13.HOG0003542
map00310	N13.HOG0003542
map00620	N13.HOG0003542
map01100	N13.HOG0003542
map01110	N13.HOG0003542
map01120	N13.HOG0003542
map01130	N13.HOG0003542
map01200	N13.HOG0003542
map04066	N13.HOG0003542
map04922	N13.HOG0003542
map05230	N13.HOG0003542
map04668	N13.HOG0003552
map04912	N13.HOG0003552
map05206	N13.HOG0003552
map00790	N13.HOG0003556
map01100	N13.HOG0003556
map04068	N13.HOG0003557
map04110	N13.HOG0003557
map04120	N13.HOG0003557
map04150	N13.HOG0003557
map05168	N13.HOG0003557
map05169	N13.HOG0003557
map05200	N13.HOG0003557
map05203	N13.HOG0003557
map05222	N13.HOG0003557
map04068	N13.HOG0003558
map04110	N13.HOG0003558
map04120	N13.HOG0003558
map04150	N13.HOG0003558
map05168	N13.HOG0003558
map05169	N13.HOG0003558
map05200	N13.HOG0003558
map05203	N13.HOG0003558
map05222	N13.HOG0003558
map00760	N13.HOG0003568
map01100	N13.HOG0003568
map03008	N13.HOG0003575
map04216	N13.HOG0003578
map04217	N13.HOG0003578
map04978	N13.HOG0003578
map04216	N13.HOG0003579
map04217	N13.HOG0003579
map04978	N13.HOG0003579
map04214	N13.HOG0003585
map04320	N13.HOG0003585
map04144	N13.HOG0003599
map00190	N13.HOG0003601
map01100	N13.HOG0003601
map04260	N13.HOG0003601
map04714	N13.HOG0003601
map04932	N13.HOG0003601
map05010	N13.HOG0003601
map05012	N13.HOG0003601
map05016	N13.HOG0003601
map00511	N13.HOG0003614
map00513	N13.HOG0003614
map00520	N13.HOG0003614
map00531	N13.HOG0003614
map00603	N13.HOG0003614
map00604	N13.HOG0003614
map01100	N13.HOG0003614
map04142	N13.HOG0003614
map00511	N13.HOG0003615
map00513	N13.HOG0003615
map00520	N13.HOG0003615
map00531	N13.HOG0003615
map00603	N13.HOG0003615
map00604	N13.HOG0003615
map01100	N13.HOG0003615
map04142	N13.HOG0003615
map00250	N13.HOG0003619
map00280	N13.HOG0003619
map00410	N13.HOG0003619
map00640	N13.HOG0003619
map00650	N13.HOG0003619
map01100	N13.HOG0003619
map01120	N13.HOG0003619
map04727	N13.HOG0003619
map03040	N13.HOG0003623
map00270	N13.HOG0003635
map01100	N13.HOG0003635
map05206	N13.HOG0003635
map04260	N13.HOG0003638
map04261	N13.HOG0003638
map05416	N13.HOG0003638
map04111	N13.HOG0003640
map05200	N13.HOG0003640
map05222	N13.HOG0003640
map04111	N13.HOG0003641
map05200	N13.HOG0003641
map05222	N13.HOG0003641
map00561	N13.HOG0003642
map00830	N13.HOG0003642
map01100	N13.HOG0003642
map04975	N13.HOG0003642
map00052	N13.HOG0003656
map00511	N13.HOG0003656
map00531	N13.HOG0003656
map00600	N13.HOG0003656
map00604	N13.HOG0003656
map01100	N13.HOG0003656
map04142	N13.HOG0003656
map00730	N13.HOG0003677
map01100	N13.HOG0003677
map01100	N13.HOG0003678
map04151	N13.HOG0003678
map04510	N13.HOG0003678
map04512	N13.HOG0003678
map05145	N13.HOG0003678
map05146	N13.HOG0003678
map05165	N13.HOG0003678
map05200	N13.HOG0003678
map05222	N13.HOG0003678
map00020	N13.HOG0003686
map00270	N13.HOG0003686
map00620	N13.HOG0003686
map00630	N13.HOG0003686
map00710	N13.HOG0003686
map01100	N13.HOG0003686
map01110	N13.HOG0003686
map01120	N13.HOG0003686
map01130	N13.HOG0003686
map01200	N13.HOG0003686
map04964	N13.HOG0003686
map00020	N13.HOG0003687
map00270	N13.HOG0003687
map00620	N13.HOG0003687
map00630	N13.HOG0003687
map00710	N13.HOG0003687
map01100	N13.HOG0003687
map01110	N13.HOG0003687
map01120	N13.HOG0003687
map01130	N13.HOG0003687
map01200	N13.HOG0003687
map04964	N13.HOG0003687
map00230	N13.HOG0003688
map00240	N13.HOG0003688
map01100	N13.HOG0003688
map03030	N13.HOG0003688
map00230	N13.HOG0003689
map00240	N13.HOG0003689
map01100	N13.HOG0003689
map03030	N13.HOG0003689
map05016	N13.HOG0003691
map05016	N13.HOG0003692
map05016	N13.HOG0003696
map00051	N13.HOG0003702
map00561	N13.HOG0003702
map00680	N13.HOG0003702
map01100	N13.HOG0003702
map01120	N13.HOG0003702
map01200	N13.HOG0003702
map04622	N13.HOG0003702
map04150	N13.HOG0003703
map05211	N13.HOG0003703
map04514	N13.HOG0003705
map00760	N13.HOG0003711
map01100	N13.HOG0003711
map05410	N13.HOG0003719
map05414	N13.HOG0003719
map04115	N13.HOG0003720
map04120	N13.HOG0003720
map04712	N13.HOG0003720
map00270	N13.HOG0003722
map00480	N13.HOG0003722
map01100	N13.HOG0003722
map04216	N13.HOG0003722
map04974	N13.HOG0003734
map03420	N13.HOG0003740
map04927	N13.HOG0003743
map04934	N13.HOG0003743
map03013	N13.HOG0003750
map00480	N13.HOG0003761
map00980	N13.HOG0003761
map00981	N13.HOG0003761
map04216	N13.HOG0003761
map04976	N13.HOG0003761
map05204	N13.HOG0003761
map04218	N13.HOG0003764
map00330	N13.HOG0003770
map00410	N13.HOG0003770
map04020	N13.HOG0003772
map04024	N13.HOG0003772
map04072	N13.HOG0003772
map04080	N13.HOG0003772
map04270	N13.HOG0003772
map04921	N13.HOG0003772
map04080	N13.HOG0003773
map04912	N13.HOG0003773
map00785	N13.HOG0003774
map01100	N13.HOG0003774
map04020	N13.HOG0003778
map04022	N13.HOG0003778
map04216	N13.HOG0003778
map04217	N13.HOG0003778
map04218	N13.HOG0003778
map04621	N13.HOG0003778
map04979	N13.HOG0003778
map05012	N13.HOG0003778
map05016	N13.HOG0003778
map05161	N13.HOG0003778
map05164	N13.HOG0003778
map05166	N13.HOG0003778
map05203	N13.HOG0003778
map04020	N13.HOG0003779
map04022	N13.HOG0003779
map04216	N13.HOG0003779
map04217	N13.HOG0003779
map04218	N13.HOG0003779
map04621	N13.HOG0003779
map04979	N13.HOG0003779
map05012	N13.HOG0003779
map05016	N13.HOG0003779
map05161	N13.HOG0003779
map05164	N13.HOG0003779
map05166	N13.HOG0003779
map05203	N13.HOG0003779
map04013	N13.HOG0003786
map04624	N13.HOG0003786
map04013	N13.HOG0003787
map04624	N13.HOG0003787
map03008	N13.HOG0003793
map00480	N13.HOG0003796
map01100	N13.HOG0003796
map04614	N13.HOG0003796
map04640	N13.HOG0003796
map00480	N13.HOG0003797
map01100	N13.HOG0003797
map04614	N13.HOG0003797
map04640	N13.HOG0003797
map04071	N13.HOG0003803
map04140	N13.HOG0003803
map04142	N13.HOG0003803
map04210	N13.HOG0003803
map04915	N13.HOG0003803
map05152	N13.HOG0003803
map04146	N13.HOG0003808
map04214	N13.HOG0003808
map04146	N13.HOG0003809
map04214	N13.HOG0003809
map04145	N13.HOG0003815
map04151	N13.HOG0003815
map04510	N13.HOG0003815
map04512	N13.HOG0003815
map04962	N13.HOG0003815
map05132	N13.HOG0003815
map05145	N13.HOG0003815
map05146	N13.HOG0003815
map05165	N13.HOG0003815
map05200	N13.HOG0003815
map05222	N13.HOG0003815
map03030	N13.HOG0003824
map03420	N13.HOG0003824
map03430	N13.HOG0003824
map03440	N13.HOG0003824
map03460	N13.HOG0003824
map03320	N13.HOG0003838
map04923	N13.HOG0003838
map04975	N13.HOG0003838
map04141	N13.HOG0003839
map04212	N13.HOG0003839
map05200	N13.HOG0003839
map05225	N13.HOG0003839
map05418	N13.HOG0003839
map04144	N13.HOG0003850
map04080	N13.HOG0003861
map04146	N13.HOG0003863
map04014	N13.HOG0003887
map04624	N13.HOG0003887
map05202	N13.HOG0003887
map05203	N13.HOG0003887
map04068	N13.HOG0003890
map04152	N13.HOG0003890
map04211	N13.HOG0003890
map04213	N13.HOG0003890
map04371	N13.HOG0003890
map04530	N13.HOG0003890
map04710	N13.HOG0003890
map04714	N13.HOG0003890
map04910	N13.HOG0003890
map04920	N13.HOG0003890
map04921	N13.HOG0003890
map04922	N13.HOG0003890
map04931	N13.HOG0003890
map04932	N13.HOG0003890
map05410	N13.HOG0003890
map04970	N13.HOG0003894
map04152	N13.HOG0003895
map04910	N13.HOG0003895
map04931	N13.HOG0003895
map04932	N13.HOG0003895
map04726	N13.HOG0003901
map04911	N13.HOG0003901
map04970	N13.HOG0003901
map04974	N13.HOG0003901
map04976	N13.HOG0003901
map04014	N13.HOG0003908
map04144	N13.HOG0003908
map04145	N13.HOG0003908
map04962	N13.HOG0003908
map05014	N13.HOG0003908
map05146	N13.HOG0003908
map05152	N13.HOG0003908
map04013	N13.HOG0003914
map00190	N13.HOG0003917
map01100	N13.HOG0003917
map04260	N13.HOG0003917
map04714	N13.HOG0003917
map04932	N13.HOG0003917
map05010	N13.HOG0003917
map05012	N13.HOG0003917
map05016	N13.HOG0003917
map00500	N13.HOG0003924
map01100	N13.HOG0003924
map04973	N13.HOG0003924
map00030	N13.HOG0003925
map00053	N13.HOG0003925
map00930	N13.HOG0003925
map01100	N13.HOG0003925
map01110	N13.HOG0003925
map01120	N13.HOG0003925
map01130	N13.HOG0003925
map01200	N13.HOG0003925
map01220	N13.HOG0003925
map04111	N13.HOG0003925
map00230	N13.HOG0003929
map00232	N13.HOG0003929
map00983	N13.HOG0003929
map01100	N13.HOG0003929
map01110	N13.HOG0003929
map01120	N13.HOG0003929
map04146	N13.HOG0003929
map03013	N13.HOG0003944
map04391	N13.HOG0003957
map04550	N13.HOG0003957
map05202	N13.HOG0003957
map04130	N13.HOG0003973
map04138	N13.HOG0003973
map04130	N13.HOG0003974
map04138	N13.HOG0003974
map01100	N13.HOG0003977
map00020	N13.HOG0003997
map00640	N13.HOG0003997
map01100	N13.HOG0003997
map01110	N13.HOG0003997
map01120	N13.HOG0003997
map01130	N13.HOG0003997
map01200	N13.HOG0003997
map00270	N13.HOG0004008
map00330	N13.HOG0004008
map01100	N13.HOG0004008
map04144	N13.HOG0004009
map02010	N13.HOG0004015
map04976	N13.HOG0004015
map05206	N13.HOG0004015
map05226	N13.HOG0004015
map04360	N13.HOG0004023
map04130	N13.HOG0004027
map04130	N13.HOG0004028
map04060	N13.HOG0004036
map04350	N13.HOG0004036
map04360	N13.HOG0004036
map04390	N13.HOG0004036
map04913	N13.HOG0004036
map04142	N13.HOG0004038
map00230	N13.HOG0004055
map00240	N13.HOG0004055
map00480	N13.HOG0004055
map00983	N13.HOG0004055
map01100	N13.HOG0004055
map00230	N13.HOG0004056
map00240	N13.HOG0004056
map00480	N13.HOG0004056
map00983	N13.HOG0004056
map01100	N13.HOG0004056
map00240	N13.HOG0004058
map00983	N13.HOG0004058
map01100	N13.HOG0004058
map04919	N13.HOG0004060
map00511	N13.HOG0004065
map04142	N13.HOG0004065
map04512	N13.HOG0004066
map05161	N13.HOG0004066
map05205	N13.HOG0004066
map04010	N13.HOG0004068
map04015	N13.HOG0004068
map04530	N13.HOG0004068
map04810	N13.HOG0004074
map04918	N13.HOG0004079
map03440	N13.HOG0004084
map04144	N13.HOG0004084
map04721	N13.HOG0004084
map04961	N13.HOG0004084
map05016	N13.HOG0004084
map00900	N13.HOG0004085
map01100	N13.HOG0004085
map01110	N13.HOG0004085
map01130	N13.HOG0004085
map03040	N13.HOG0004087
map05168	N13.HOG0004087
map00564	N13.HOG0004113
map00565	N13.HOG0004113
map00590	N13.HOG0004113
map00591	N13.HOG0004113
map00592	N13.HOG0004113
map01100	N13.HOG0004113
map01110	N13.HOG0004113
map04010	N13.HOG0004113
map04014	N13.HOG0004113
map04072	N13.HOG0004113
map04217	N13.HOG0004113
map04270	N13.HOG0004113
map04370	N13.HOG0004113
map04611	N13.HOG0004113
map04664	N13.HOG0004113
map04724	N13.HOG0004113
map04726	N13.HOG0004113
map04730	N13.HOG0004113
map04750	N13.HOG0004113
map04912	N13.HOG0004113
map04913	N13.HOG0004113
map04921	N13.HOG0004113
map05231	N13.HOG0004113
map04072	N13.HOG0004132
map04921	N13.HOG0004132
map04962	N13.HOG0004132
map04013	N13.HOG0004135
map04064	N13.HOG0004135
map04380	N13.HOG0004135
map04611	N13.HOG0004135
map04660	N13.HOG0004135
map04662	N13.HOG0004135
map04664	N13.HOG0004135
map05340	N13.HOG0004135
map00310	N13.HOG0004142
map03013	N13.HOG0004142
map04260	N13.HOG0004147
map04261	N13.HOG0004147
map04530	N13.HOG0004147
map05416	N13.HOG0004147
map04270	N13.HOG0004161
map04360	N13.HOG0004161
map04611	N13.HOG0004161
map04810	N13.HOG0004161
map05152	N13.HOG0004161
map05200	N13.HOG0004161
map05205	N13.HOG0004161
map00230	N13.HOG0004170
map00240	N13.HOG0004170
map01100	N13.HOG0004170
map03030	N13.HOG0004170
map00230	N13.HOG0004171
map00240	N13.HOG0004171
map01100	N13.HOG0004171
map03030	N13.HOG0004171
map05165	N13.HOG0004176
map05166	N13.HOG0004176
map05200	N13.HOG0004176
map05225	N13.HOG0004176
map05226	N13.HOG0004176
map04024	N13.HOG0004183
map04740	N13.HOG0004183
map04330	N13.HOG0004185
map04658	N13.HOG0004185
map05165	N13.HOG0004185
map04621	N13.HOG0004188
map05418	N13.HOG0004188
map04714	N13.HOG0004190
map04714	N13.HOG0004191
map04010	N13.HOG0004194
map04260	N13.HOG0004194
map04261	N13.HOG0004194
map04921	N13.HOG0004194
map05410	N13.HOG0004194
map05412	N13.HOG0004194
map05414	N13.HOG0004194
map01100	N13.HOG0004199
map04727	N13.HOG0004199
map05205	N13.HOG0004202
map00240	N13.HOG0004210
map03013	N13.HOG0004211
map04150	N13.HOG0004211
map04151	N13.HOG0004211
map05205	N13.HOG0004211
map03015	N13.HOG0004226
map04010	N13.HOG0004232
map04020	N13.HOG0004232
map04721	N13.HOG0004232
map04723	N13.HOG0004232
map04725	N13.HOG0004232
map04726	N13.HOG0004232
map04727	N13.HOG0004232
map04728	N13.HOG0004232
map04930	N13.HOG0004232
map05032	N13.HOG0004232
map05033	N13.HOG0004232
map00071	N13.HOG0004244
map00120	N13.HOG0004244
map00592	N13.HOG0004244
map01040	N13.HOG0004244
map01100	N13.HOG0004244
map01110	N13.HOG0004244
map01212	N13.HOG0004244
map03320	N13.HOG0004244
map04024	N13.HOG0004244
map04146	N13.HOG0004244
map00130	N13.HOG0004247
map01100	N13.HOG0004247
map01110	N13.HOG0004247
map03013	N13.HOG0004249
map05416	N13.HOG0004249
map00100	N13.HOG0004250
map04979	N13.HOG0004250
map04961	N13.HOG0004254
map04970	N13.HOG0004254
map04978	N13.HOG0004254
map04310	N13.HOG0004256
map04390	N13.HOG0004256
map04550	N13.HOG0004256
map04810	N13.HOG0004256
map04934	N13.HOG0004256
map05165	N13.HOG0004256
map05166	N13.HOG0004256
map05200	N13.HOG0004256
map05206	N13.HOG0004256
map05210	N13.HOG0004256
map05213	N13.HOG0004256
map05217	N13.HOG0004256
map05224	N13.HOG0004256
map05225	N13.HOG0004256
map05226	N13.HOG0004256
map01522	N13.HOG0004260
map04320	N13.HOG0004260
map04330	N13.HOG0004260
map04371	N13.HOG0004260
map04658	N13.HOG0004260
map04919	N13.HOG0004260
map05020	N13.HOG0004260
map05165	N13.HOG0004260
map05200	N13.HOG0004260
map05206	N13.HOG0004260
map05224	N13.HOG0004260
map00230	N13.HOG0004264
map04024	N13.HOG0004264
map05032	N13.HOG0004264
map04014	N13.HOG0004265
map04020	N13.HOG0004265
map04080	N13.HOG0004265
map04726	N13.HOG0004265
map03008	N13.HOG0004270
map03040	N13.HOG0004270
map04150	N13.HOG0004274
map04512	N13.HOG0004283
map03010	N13.HOG0004284
map04137	N13.HOG0004288
map04217	N13.HOG0004288
map04668	N13.HOG0004288
map00071	N13.HOG0004292
map00592	N13.HOG0004292
map01040	N13.HOG0004292
map01100	N13.HOG0004292
map01110	N13.HOG0004292
map01212	N13.HOG0004292
map03320	N13.HOG0004292
map04024	N13.HOG0004292
map04146	N13.HOG0004292
map05202	N13.HOG0004295
map03040	N13.HOG0004297
map05131	N13.HOG0004297
map03040	N13.HOG0004298
map05131	N13.HOG0004298
map05231	N13.HOG0004299
map04022	N13.HOG0004300
map04080	N13.HOG0004300
map04146	N13.HOG0004303
map03010	N13.HOG0004312
map03010	N13.HOG0004313
map04141	N13.HOG0004320
map03010	N13.HOG0004324
map00900	N13.HOG0004325
map01100	N13.HOG0004325
map01110	N13.HOG0004325
map01130	N13.HOG0004325
map04146	N13.HOG0004325
map04141	N13.HOG0004326
map05165	N13.HOG0004326
map04138	N13.HOG0004327
map04140	N13.HOG0004327
map04141	N13.HOG0004327
map05160	N13.HOG0004327
map05162	N13.HOG0004327
map05164	N13.HOG0004327
map05168	N13.HOG0004327
map05169	N13.HOG0004327
map04115	N13.HOG0004328
map04150	N13.HOG0004328
map04211	N13.HOG0004328
map03440	N13.HOG0004329
map00280	N13.HOG0004341
map00410	N13.HOG0004341
map00640	N13.HOG0004341
map01100	N13.HOG0004341
map01200	N13.HOG0004341
map00280	N13.HOG0004342
map00410	N13.HOG0004342
map00640	N13.HOG0004342
map01100	N13.HOG0004342
map01200	N13.HOG0004342
map04136	N13.HOG0004344
map04138	N13.HOG0004344
map04140	N13.HOG0004344
map04974	N13.HOG0004347
map00450	N13.HOG0004349
map00970	N13.HOG0004349
map04510	N13.HOG0004365
map04530	N13.HOG0004365
map04611	N13.HOG0004365
map04670	N13.HOG0004365
map04810	N13.HOG0004365
map04022	N13.HOG0004366
map04024	N13.HOG0004366
map04270	N13.HOG0004366
map04510	N13.HOG0004366
map04530	N13.HOG0004366
map04611	N13.HOG0004366
map04670	N13.HOG0004366
map04810	N13.HOG0004366
map04921	N13.HOG0004366
map04714	N13.HOG0004367
map05225	N13.HOG0004367
map03010	N13.HOG0004368
map00240	N13.HOG0004383
map00250	N13.HOG0004383
map01100	N13.HOG0004383
map04022	N13.HOG0004385
map04270	N13.HOG0004385
map04540	N13.HOG0004385
map04611	N13.HOG0004385
map04713	N13.HOG0004385
map04714	N13.HOG0004385
map04730	N13.HOG0004385
map04740	N13.HOG0004385
map04923	N13.HOG0004385
map04970	N13.HOG0004385
map05202	N13.HOG0004388
map00230	N13.HOG0004391
map00232	N13.HOG0004391
map00280	N13.HOG0004391
map00350	N13.HOG0004391
map00380	N13.HOG0004391
map00750	N13.HOG0004391
map00760	N13.HOG0004391
map00830	N13.HOG0004391
map00982	N13.HOG0004391
map00983	N13.HOG0004391
map01100	N13.HOG0004391
map01110	N13.HOG0004391
map01120	N13.HOG0004391
map04146	N13.HOG0004391
map04630	N13.HOG0004391
map04024	N13.HOG0004392
map04062	N13.HOG0004392
map04064	N13.HOG0004392
map04210	N13.HOG0004392
map04380	N13.HOG0004392
map04620	N13.HOG0004392
map04621	N13.HOG0004392
map04622	N13.HOG0004392
map04623	N13.HOG0004392
map04624	N13.HOG0004392
map04657	N13.HOG0004392
map04658	N13.HOG0004392
map04659	N13.HOG0004392
map04660	N13.HOG0004392
map04662	N13.HOG0004392
map04668	N13.HOG0004392
map04722	N13.HOG0004392
map04920	N13.HOG0004392
map04926	N13.HOG0004392
map04931	N13.HOG0004392
map05020	N13.HOG0004392
map05120	N13.HOG0004392
map05131	N13.HOG0004392
map05134	N13.HOG0004392
map05140	N13.HOG0004392
map05142	N13.HOG0004392
map05145	N13.HOG0004392
map05160	N13.HOG0004392
map05161	N13.HOG0004392
map05162	N13.HOG0004392
map05164	N13.HOG0004392
map05166	N13.HOG0004392
map05167	N13.HOG0004392
map05168	N13.HOG0004392
map05169	N13.HOG0004392
map05200	N13.HOG0004392
map05203	N13.HOG0004392
map05215	N13.HOG0004392
map05220	N13.HOG0004392
map05222	N13.HOG0004392
map04360	N13.HOG0004396
map04745	N13.HOG0004396
map04015	N13.HOG0004398
map00532	N13.HOG0004401
map00534	N13.HOG0004401
map01100	N13.HOG0004401
map03040	N13.HOG0004401
map05168	N13.HOG0004401
map05203	N13.HOG0004401
map05206	N13.HOG0004401
map00220	N13.HOG0004406
map01100	N13.HOG0004406
map01110	N13.HOG0004406
map01130	N13.HOG0004406
map01210	N13.HOG0004406
map01230	N13.HOG0004406
map03010	N13.HOG0004407
map04111	N13.HOG0004426
map01521	N13.HOG0004428
map04062	N13.HOG0004428
map04068	N13.HOG0004428
map04137	N13.HOG0004428
map04151	N13.HOG0004428
map04152	N13.HOG0004428
map04211	N13.HOG0004428
map04212	N13.HOG0004428
map04213	N13.HOG0004428
map04218	N13.HOG0004428
map04722	N13.HOG0004428
map04910	N13.HOG0004428
map04917	N13.HOG0004428
map04919	N13.HOG0004428
map04922	N13.HOG0004428
map04931	N13.HOG0004428
map04933	N13.HOG0004428
map05165	N13.HOG0004428
map05200	N13.HOG0004428
map05202	N13.HOG0004428
map05213	N13.HOG0004428
map05215	N13.HOG0004428
map05223	N13.HOG0004428
map01521	N13.HOG0004432
map01522	N13.HOG0004432
map01524	N13.HOG0004432
map04012	N13.HOG0004432
map04014	N13.HOG0004432
map04015	N13.HOG0004432
map04024	N13.HOG0004432
map04062	N13.HOG0004432
map04066	N13.HOG0004432
map04068	N13.HOG0004432
map04070	N13.HOG0004432
map04071	N13.HOG0004432
map04072	N13.HOG0004432
map04140	N13.HOG0004432
map04150	N13.HOG0004432
map04151	N13.HOG0004432
map04152	N13.HOG0004432
map04210	N13.HOG0004432
map04211	N13.HOG0004432
map04213	N13.HOG0004432
map04218	N13.HOG0004432
map04360	N13.HOG0004432
map04370	N13.HOG0004432
map04380	N13.HOG0004432
map04510	N13.HOG0004432
map04550	N13.HOG0004432
map04611	N13.HOG0004432
map04620	N13.HOG0004432
map04630	N13.HOG0004432
map04650	N13.HOG0004432
map04660	N13.HOG0004432
map04662	N13.HOG0004432
map04664	N13.HOG0004432
map04666	N13.HOG0004432
map04668	N13.HOG0004432
map04670	N13.HOG0004432
map04722	N13.HOG0004432
map04725	N13.HOG0004432
map04750	N13.HOG0004432
map04810	N13.HOG0004432
map04910	N13.HOG0004432
map04914	N13.HOG0004432
map04915	N13.HOG0004432
map04917	N13.HOG0004432
map04919	N13.HOG0004432
map04923	N13.HOG0004432
map04926	N13.HOG0004432
map04930	N13.HOG0004432
map04931	N13.HOG0004432
map04932	N13.HOG0004432
map04933	N13.HOG0004432
map04960	N13.HOG0004432
map04973	N13.HOG0004432
map05100	N13.HOG0004432
map05142	N13.HOG0004432
map05146	N13.HOG0004432
map05160	N13.HOG0004432
map05161	N13.HOG0004432
map05162	N13.HOG0004432
map05164	N13.HOG0004432
map05165	N13.HOG0004432
map05166	N13.HOG0004432
map05167	N13.HOG0004432
map05169	N13.HOG0004432
map05200	N13.HOG0004432
