term	gene
map04010	N13.HOG0008812
map04012	N13.HOG0008812
map04013	N13.HOG0008812
map04141	N13.HOG0008812
map04214	N13.HOG0008812
map04380	N13.HOG0008812
map04530	N13.HOG0008812
map04620	N13.HOG0008812
map04624	N13.HOG0008812
map04660	N13.HOG0008812
map04664	N13.HOG0008812
map04668	N13.HOG0008812
map04722	N13.HOG0008812
map04912	N13.HOG0008812
map04926	N13.HOG0008812
map05164	N13.HOG0008812
map05167	N13.HOG0008812
map05169	N13.HOG0008812
map05418	N13.HOG0008812
map03050	N13.HOG0008814
map05169	N13.HOG0008814
map00030	N13.HOG0008818
map00710	N13.HOG0008818
map01100	N13.HOG0008818
map01110	N13.HOG0008818
map01120	N13.HOG0008818
map01130	N13.HOG0008818
map01200	N13.HOG0008818
map01230	N13.HOG0008818
map03013	N13.HOG0008820
map00563	N13.HOG0008822
map01100	N13.HOG0008822
map03050	N13.HOG0008826
map05169	N13.HOG0008826
map03050	N13.HOG0008829
map04350	N13.HOG0008830
map04390	N13.HOG0008830
map04391	N13.HOG0008830
map04550	N13.HOG0008830
map05202	N13.HOG0008830
map00270	N13.HOG0008831
map01100	N13.HOG0008831
map03420	N13.HOG0008831
map04120	N13.HOG0008831
map05206	N13.HOG0008831
map00230	N13.HOG0008832
map04130	N13.HOG0008833
map05130	N13.HOG0008834
map00190	N13.HOG0008836
map01100	N13.HOG0008836
map04260	N13.HOG0008836
map04714	N13.HOG0008836
map04932	N13.HOG0008836
map05010	N13.HOG0008836
map05012	N13.HOG0008836
map05016	N13.HOG0008836
map04011	N13.HOG0008837
map04014	N13.HOG0008837
map04062	N13.HOG0008837
map04151	N13.HOG0008837
map04371	N13.HOG0008837
map04713	N13.HOG0008837
map04723	N13.HOG0008837
map04724	N13.HOG0008837
map04725	N13.HOG0008837
map04726	N13.HOG0008837
map04727	N13.HOG0008837
map04728	N13.HOG0008837
map04740	N13.HOG0008837
map04744	N13.HOG0008837
map04926	N13.HOG0008837
map05032	N13.HOG0008837
map05034	N13.HOG0008837
map05167	N13.HOG0008837
map05200	N13.HOG0008837
map05202	N13.HOG0008838
map04621	N13.HOG0008840
map00190	N13.HOG0008841
map01100	N13.HOG0008841
map04714	N13.HOG0008841
map05010	N13.HOG0008841
map05012	N13.HOG0008841
map05016	N13.HOG0008841
map04624	N13.HOG0008842
map03018	N13.HOG0008843
map03040	N13.HOG0008843
map04141	N13.HOG0008844
map00230	N13.HOG0008845
map00240	N13.HOG0008845
map00760	N13.HOG0008845
map01100	N13.HOG0008845
map01110	N13.HOG0008845
map00510	N13.HOG0008846
map01100	N13.HOG0008846
map04141	N13.HOG0008846
map04020	N13.HOG0008850
map04022	N13.HOG0008850
map04270	N13.HOG0008850
map04371	N13.HOG0008850
map04510	N13.HOG0008850
map04611	N13.HOG0008850
map04810	N13.HOG0008850
map04921	N13.HOG0008850
map04971	N13.HOG0008850
map04120	N13.HOG0008851
map05165	N13.HOG0008851
map05203	N13.HOG0008851
map03410	N13.HOG0008855
map00511	N13.HOG0008856
map00513	N13.HOG0008856
map00520	N13.HOG0008856
map00531	N13.HOG0008856
map00603	N13.HOG0008856
map00604	N13.HOG0008856
map01100	N13.HOG0008856
map04142	N13.HOG0008856
map03050	N13.HOG0008860
map04612	N13.HOG0008860
map05160	N13.HOG0008860
map04110	N13.HOG0008862
map04111	N13.HOG0008862
map04120	N13.HOG0008862
map04914	N13.HOG0008862
map01521	N13.HOG0008863
map04010	N13.HOG0008863
map04014	N13.HOG0008863
map04015	N13.HOG0008863
map04144	N13.HOG0008863
map04146	N13.HOG0008863
map04151	N13.HOG0008863
map04550	N13.HOG0008863
map04810	N13.HOG0008863
map05200	N13.HOG0008863
map05215	N13.HOG0008863
map05226	N13.HOG0008863
map05230	N13.HOG0008863
map04013	N13.HOG0008864
map04060	N13.HOG0008864
map04214	N13.HOG0008864
map04391	N13.HOG0008864
map04672	N13.HOG0008864
map05323	N13.HOG0008864
map03010	N13.HOG0008868
map00562	N13.HOG0008870
map01100	N13.HOG0008870
map04011	N13.HOG0008870
map04070	N13.HOG0008870
map04072	N13.HOG0008870
map04139	N13.HOG0008870
map04144	N13.HOG0008870
map04145	N13.HOG0008870
map04666	N13.HOG0008870
map04810	N13.HOG0008870
map05231	N13.HOG0008870
map00532	N13.HOG0008875
map00534	N13.HOG0008875
map01100	N13.HOG0008875
map04066	N13.HOG0008876
map04216	N13.HOG0008876
map04978	N13.HOG0008876
map03050	N13.HOG0008877
map04114	N13.HOG0008879
map04120	N13.HOG0008879
map04218	N13.HOG0008879
map04310	N13.HOG0008879
map04340	N13.HOG0008879
map04341	N13.HOG0008879
map04390	N13.HOG0008879
map04624	N13.HOG0008879
map04710	N13.HOG0008879
map05131	N13.HOG0008879
map00260	N13.HOG0008882
map00680	N13.HOG0008882
map01100	N13.HOG0008882
map01120	N13.HOG0008882
map01130	N13.HOG0008882
map01200	N13.HOG0008882
map01230	N13.HOG0008882
map00564	N13.HOG0008884
map00562	N13.HOG0008886
map01100	N13.HOG0008886
map04070	N13.HOG0008886
map04140	N13.HOG0008886
map04512	N13.HOG0008887
map03013	N13.HOG0008888
map03015	N13.HOG0008888
map05132	N13.HOG0008890
map04144	N13.HOG0008891
map03018	N13.HOG0008892
map00010	N13.HOG0008897
map00030	N13.HOG0008897
map00052	N13.HOG0008897
map00230	N13.HOG0008897
map00500	N13.HOG0008897
map00520	N13.HOG0008897
map00521	N13.HOG0008897
map01100	N13.HOG0008897
map01110	N13.HOG0008897
map01120	N13.HOG0008897
map01130	N13.HOG0008897
map04141	N13.HOG0008899
map04141	N13.HOG0008901
map03013	N13.HOG0008903
map03015	N13.HOG0008903
map03040	N13.HOG0008903
map03008	N13.HOG0008904
map05205	N13.HOG0008904
map04151	N13.HOG0008906
map04510	N13.HOG0008906
map04512	N13.HOG0008906
map05020	N13.HOG0008906
map05145	N13.HOG0008906
map05146	N13.HOG0008906
map05165	N13.HOG0008906
map05200	N13.HOG0008906
map05222	N13.HOG0008906
map00062	N13.HOG0008908
map00071	N13.HOG0008908
map00280	N13.HOG0008908
map01100	N13.HOG0008908
map01110	N13.HOG0008908
map01130	N13.HOG0008908
map01212	N13.HOG0008908
map03018	N13.HOG0008909
map04066	N13.HOG0008912
map04911	N13.HOG0008912
map04919	N13.HOG0008912
map04920	N13.HOG0008912
map04922	N13.HOG0008912
map04931	N13.HOG0008912
map04976	N13.HOG0008912
map05166	N13.HOG0008912
map05200	N13.HOG0008912
map05211	N13.HOG0008912
map05230	N13.HOG0008912
map04120	N13.HOG0008913
map04141	N13.HOG0008913
map03022	N13.HOG0008914
map03420	N13.HOG0008914
map05203	N13.HOG0008914
map04066	N13.HOG0008916
map04120	N13.HOG0008916
map05200	N13.HOG0008916
map05211	N13.HOG0008916
map04391	N13.HOG0008918
map01521	N13.HOG0008924
map04062	N13.HOG0008924
map04151	N13.HOG0008924
map04217	N13.HOG0008924
map04380	N13.HOG0008924
map04550	N13.HOG0008924
map04621	N13.HOG0008924
map04630	N13.HOG0008924
map04658	N13.HOG0008924
map04659	N13.HOG0008924
map04725	N13.HOG0008924
map04917	N13.HOG0008924
map04920	N13.HOG0008924
map04933	N13.HOG0008924
map05140	N13.HOG0008924
map05145	N13.HOG0008924
map05152	N13.HOG0008924
map05160	N13.HOG0008924
map05161	N13.HOG0008924
map05162	N13.HOG0008924
map05164	N13.HOG0008924
map05165	N13.HOG0008924
map05166	N13.HOG0008924
map05167	N13.HOG0008924
map05168	N13.HOG0008924
map05169	N13.HOG0008924
map05200	N13.HOG0008924
map05203	N13.HOG0008924
map05212	N13.HOG0008924
map05223	N13.HOG0008924
map04621	N13.HOG0008927
map05418	N13.HOG0008927
map04714	N13.HOG0008929
map04810	N13.HOG0008934
map03010	N13.HOG0008937
map00062	N13.HOG0008942
map01040	N13.HOG0008942
map01110	N13.HOG0008942
map01212	N13.HOG0008942
map00510	N13.HOG0008944
map00513	N13.HOG0008944
map00533	N13.HOG0008944
map01100	N13.HOG0008944
map05202	N13.HOG0008944
map04068	N13.HOG0008945
map04110	N13.HOG0008945
map04151	N13.HOG0008945
map04218	N13.HOG0008945
map04350	N13.HOG0008945
map05165	N13.HOG0008945
map05203	N13.HOG0008945
map04919	N13.HOG0008947
map04144	N13.HOG0008949
map03010	N13.HOG0008950
map03022	N13.HOG0008955
map05169	N13.HOG0008955
map05203	N13.HOG0008955
map00280	N13.HOG0008957
map01100	N13.HOG0008957
map03013	N13.HOG0008963
map04138	N13.HOG0008966
map03013	N13.HOG0008968
map05202	N13.HOG0008969
map05211	N13.HOG0008969
map04310	N13.HOG0008971
map04330	N13.HOG0008971
map05200	N13.HOG0008971
map05220	N13.HOG0008971
map00010	N13.HOG0008975
map00620	N13.HOG0008975
map00640	N13.HOG0008975
map00680	N13.HOG0008975
map00720	N13.HOG0008975
map01100	N13.HOG0008975
map01110	N13.HOG0008975
map01120	N13.HOG0008975
map01130	N13.HOG0008975
map01200	N13.HOG0008975
map04022	N13.HOG0008976
map04218	N13.HOG0008976
map04530	N13.HOG0008976
map04919	N13.HOG0008976
map04971	N13.HOG0008981
map04142	N13.HOG0008982
map04144	N13.HOG0008982
map04721	N13.HOG0008982
map04961	N13.HOG0008982
map05016	N13.HOG0008982
map00230	N13.HOG0008984
map00240	N13.HOG0008984
map00510	N13.HOG0008984
map01100	N13.HOG0008984
map03020	N13.HOG0008984
map04623	N13.HOG0008984
map05169	N13.HOG0008984
map03050	N13.HOG0008988
map05169	N13.HOG0008988
map04120	N13.HOG0008992
map03018	N13.HOG0008999
map03010	N13.HOG0009000
map04728	N13.HOG0009007
map05012	N13.HOG0009007
map05030	N13.HOG0009007
map05031	N13.HOG0009007
map05034	N13.HOG0009007
map04722	N13.HOG0009009
map05120	N13.HOG0009009
map04072	N13.HOG0009015
map04144	N13.HOG0009015
map05110	N13.HOG0009015
map05134	N13.HOG0009015
map03460	N13.HOG0009017
map04550	N13.HOG0009018
map04142	N13.HOG0009021
map04210	N13.HOG0009021
map04024	N13.HOG0009022
map04062	N13.HOG0009022
map04064	N13.HOG0009022
map04210	N13.HOG0009022
map04380	N13.HOG0009022
map04620	N13.HOG0009022
map04621	N13.HOG0009022
map04622	N13.HOG0009022
map04623	N13.HOG0009022
map04624	N13.HOG0009022
map04657	N13.HOG0009022
map04658	N13.HOG0009022
map04659	N13.HOG0009022
map04660	N13.HOG0009022
map04662	N13.HOG0009022
map04668	N13.HOG0009022
map04722	N13.HOG0009022
map04920	N13.HOG0009022
map04926	N13.HOG0009022
map04931	N13.HOG0009022
map05020	N13.HOG0009022
map05120	N13.HOG0009022
map05131	N13.HOG0009022
map05134	N13.HOG0009022
map05140	N13.HOG0009022
map05142	N13.HOG0009022
map05145	N13.HOG0009022
map05160	N13.HOG0009022
map05161	N13.HOG0009022
map05162	N13.HOG0009022
map05164	N13.HOG0009022
map05166	N13.HOG0009022
map05167	N13.HOG0009022
map05168	N13.HOG0009022
map05169	N13.HOG0009022
map05200	N13.HOG0009022
map05203	N13.HOG0009022
map05215	N13.HOG0009022
map05220	N13.HOG0009022
map05222	N13.HOG0009022
map04110	N13.HOG0009023
map04213	N13.HOG0009023
map04330	N13.HOG0009023
map04919	N13.HOG0009023
map05016	N13.HOG0009023
map05034	N13.HOG0009023
map05165	N13.HOG0009023
map05169	N13.HOG0009023
map05200	N13.HOG0009023
map05202	N13.HOG0009023
map05203	N13.HOG0009023
map05220	N13.HOG0009023
map04014	N13.HOG0009024
map04020	N13.HOG0009024
map04024	N13.HOG0009024
map04080	N13.HOG0009024
map04726	N13.HOG0009024
map04742	N13.HOG0009024
map03010	N13.HOG0009025
map04130	N13.HOG0009027
map03015	N13.HOG0009030
map00052	N13.HOG0009032
map00520	N13.HOG0009032
map01100	N13.HOG0009032
map04010	N13.HOG0009033
map04114	N13.HOG0009033
map04150	N13.HOG0009033
map04714	N13.HOG0009033
map04720	N13.HOG0009033
map04722	N13.HOG0009033
map04914	N13.HOG0009033
map04931	N13.HOG0009033
map04310	N13.HOG0009034
map05164	N13.HOG0009035
map03015	N13.HOG0009036
map04071	N13.HOG0009036
map04113	N13.HOG0009036
map04114	N13.HOG0009036
map04151	N13.HOG0009036
map04152	N13.HOG0009036
map04261	N13.HOG0009036
map04728	N13.HOG0009036
map05165	N13.HOG0009036
map04210	N13.HOG0009037
map04068	N13.HOG0009038
map04136	N13.HOG0009038
map04137	N13.HOG0009038
map04138	N13.HOG0009038
map04139	N13.HOG0009038
map04140	N13.HOG0009038
map04212	N13.HOG0009038
map04216	N13.HOG0009038
map04371	N13.HOG0009038
map04621	N13.HOG0009038
map04727	N13.HOG0009038
map05167	N13.HOG0009038
map00062	N13.HOG0009039
map01040	N13.HOG0009039
map01110	N13.HOG0009039
map01212	N13.HOG0009039
map04130	N13.HOG0009040
map04721	N13.HOG0009040
map04911	N13.HOG0009040
map04962	N13.HOG0009040
map04970	N13.HOG0009040
map04130	N13.HOG0009041
map04721	N13.HOG0009041
map04911	N13.HOG0009041
map04962	N13.HOG0009041
map04970	N13.HOG0009041
map00040	N13.HOG0009044
map00051	N13.HOG0009044
map00052	N13.HOG0009044
map00561	N13.HOG0009044
map00790	N13.HOG0009044
map01100	N13.HOG0009044
map00910	N13.HOG0009047
map04141	N13.HOG0009048
map05014	N13.HOG0009048
map04142	N13.HOG0009051
map00030	N13.HOG0009053
map00040	N13.HOG0009053
map00710	N13.HOG0009053
map01100	N13.HOG0009053
map01110	N13.HOG0009053
map01120	N13.HOG0009053
map01130	N13.HOG0009053
map01200	N13.HOG0009053
map01230	N13.HOG0009053
map03320	N13.HOG0009054
map03460	N13.HOG0009056
map00030	N13.HOG0009065
map01100	N13.HOG0009065
map01110	N13.HOG0009065
map01120	N13.HOG0009065
map01130	N13.HOG0009065
map01200	N13.HOG0009065
map01230	N13.HOG0009065
map00260	N13.HOG0009070
map00680	N13.HOG0009070
map00750	N13.HOG0009070
map01100	N13.HOG0009070
map01120	N13.HOG0009070
map01130	N13.HOG0009070
map01200	N13.HOG0009070
map01230	N13.HOG0009070
map04975	N13.HOG0009072
map04144	N13.HOG0009079
map04217	N13.HOG0009079
map04144	N13.HOG0009089
map04212	N13.HOG0009089
map03010	N13.HOG0009090
map00561	N13.HOG0009091
map00564	N13.HOG0009091
map01110	N13.HOG0009091
map05231	N13.HOG0009093
map04624	N13.HOG0009095
map00970	N13.HOG0009096
map05231	N13.HOG0009097
map03022	N13.HOG0009099
map05016	N13.HOG0009099
map05165	N13.HOG0009099
map05166	N13.HOG0009099
map05168	N13.HOG0009099
map05169	N13.HOG0009099
map05203	N13.HOG0009099
map03022	N13.HOG0009101
map03420	N13.HOG0009101
map04110	N13.HOG0009101
map00040	N13.HOG0009105
map01100	N13.HOG0009105
map04216	N13.HOG0009105
map04217	N13.HOG0009105
map04978	N13.HOG0009105
map04130	N13.HOG0009109
map04918	N13.HOG0009114
map04142	N13.HOG0009116
map00260	N13.HOG0009118
map00460	N13.HOG0009118
map00630	N13.HOG0009118
map00670	N13.HOG0009118
map00680	N13.HOG0009118
map01100	N13.HOG0009118
map01110	N13.HOG0009118
map01120	N13.HOG0009118
map01130	N13.HOG0009118
map01200	N13.HOG0009118
map01230	N13.HOG0009118
map01523	N13.HOG0009118
map03018	N13.HOG0009120
map03013	N13.HOG0009127
map03015	N13.HOG0009127
map04010	N13.HOG0009130
map00970	N13.HOG0009132
map03015	N13.HOG0009133
map04144	N13.HOG0009135
map04510	N13.HOG0009135
map05100	N13.HOG0009135
map05205	N13.HOG0009135
map05418	N13.HOG0009135
map04141	N13.HOG0009137
map04550	N13.HOG0009138
map05165	N13.HOG0009140
map03420	N13.HOG0009143
map04120	N13.HOG0009143
map05161	N13.HOG0009143
map05203	N13.HOG0009143
map04130	N13.HOG0009146
map00330	N13.HOG0009157
map01100	N13.HOG0009157
map01110	N13.HOG0009157
map01230	N13.HOG0009157
map03040	N13.HOG0009158
map03013	N13.HOG0009160
map04630	N13.HOG0009161
map04910	N13.HOG0009161
map04917	N13.HOG0009161
map04930	N13.HOG0009161
map03010	N13.HOG0009165
map03013	N13.HOG0009170
map03015	N13.HOG0009172
map03013	N13.HOG0009173
map01522	N13.HOG0009174
map00860	N13.HOG0009178
map01100	N13.HOG0009178
map01110	N13.HOG0009178
map04066	N13.HOG0009178
map04216	N13.HOG0009178
map04978	N13.HOG0009178
map05200	N13.HOG0009178
map05206	N13.HOG0009178
map05225	N13.HOG0009178
map05418	N13.HOG0009178
map00900	N13.HOG0009179
map01100	N13.HOG0009179
map01110	N13.HOG0009179
map04146	N13.HOG0009179
map00860	N13.HOG0009186
map01100	N13.HOG0009186
map01110	N13.HOG0009186
map01120	N13.HOG0009186
map04512	N13.HOG0009187
map04010	N13.HOG0009190
map04014	N13.HOG0009190
map04015	N13.HOG0009190
map04151	N13.HOG0009190
map04810	N13.HOG0009190
map05200	N13.HOG0009190
map05218	N13.HOG0009190
map05224	N13.HOG0009190
map05226	N13.HOG0009190
map00900	N13.HOG0009191
map01130	N13.HOG0009191
map05202	N13.HOG0009192
map00561	N13.HOG0009195
map00564	N13.HOG0009195
map01100	N13.HOG0009195
map01110	N13.HOG0009195
map03013	N13.HOG0009202
map00520	N13.HOG0009205
map03030	N13.HOG0009206
map03430	N13.HOG0009206
map03440	N13.HOG0009206
map04140	N13.HOG0009207
map05200	N13.HOG0009207
map05219	N13.HOG0009207
map03010	N13.HOG0009210
map00230	N13.HOG0009221
map00240	N13.HOG0009221
map01100	N13.HOG0009221
map03020	N13.HOG0009221
map04020	N13.HOG0009222
map04022	N13.HOG0009222
map04070	N13.HOG0009222
map04114	N13.HOG0009222
map04140	N13.HOG0009222
map04210	N13.HOG0009222
map04218	N13.HOG0009222
map04270	N13.HOG0009222
map04371	N13.HOG0009222
map04540	N13.HOG0009222
map04611	N13.HOG0009222
map04621	N13.HOG0009222
map04713	N13.HOG0009222
map04720	N13.HOG0009222
map04723	N13.HOG0009222
map04724	N13.HOG0009222
map04725	N13.HOG0009222
map04726	N13.HOG0009222
map04728	N13.HOG0009222
map04730	N13.HOG0009222
map04745	N13.HOG0009222
map04750	N13.HOG0009222
map04912	N13.HOG0009222
map04915	N13.HOG0009222
map04918	N13.HOG0009222
map04921	N13.HOG0009222
map04922	N13.HOG0009222
map04924	N13.HOG0009222
map04925	N13.HOG0009222
map04927	N13.HOG0009222
map04934	N13.HOG0009222
map04970	N13.HOG0009222
map04971	N13.HOG0009222
map04972	N13.HOG0009222
map05010	N13.HOG0009222
map05016	N13.HOG0009222
map05167	N13.HOG0009222
map05205	N13.HOG0009222
map04136	N13.HOG0009228
map04138	N13.HOG0009228
map04140	N13.HOG0009228
map04150	N13.HOG0009228
map04151	N13.HOG0009228
map04152	N13.HOG0009228
map04211	N13.HOG0009228
map04213	N13.HOG0009228
map04714	N13.HOG0009228
map04910	N13.HOG0009228
map05206	N13.HOG0009228
map00601	N13.HOG0009230
map01100	N13.HOG0009230
map04320	N13.HOG0009230
map04212	N13.HOG0009234
map04111	N13.HOG0009236
map03010	N13.HOG0009238
map04212	N13.HOG0009241
map04922	N13.HOG0009241
map04010	N13.HOG0009247
map04066	N13.HOG0009247
map04910	N13.HOG0009247
map03010	N13.HOG0009258
map04934	N13.HOG0009259
map04080	N13.HOG0009260
map04214	N13.HOG0009260
map04979	N13.HOG0009260
map05166	N13.HOG0009260
map03018	N13.HOG0009261
map00563	N13.HOG0009262
map01100	N13.HOG0009262
map04010	N13.HOG0009263
map04068	N13.HOG0009263
map04310	N13.HOG0009263
map04520	N13.HOG0009263
map00562	N13.HOG0009269
map01100	N13.HOG0009269
map01521	N13.HOG0009269
map04012	N13.HOG0009269
map04014	N13.HOG0009269
map04015	N13.HOG0009269
map04020	N13.HOG0009269
map04064	N13.HOG0009269
map04066	N13.HOG0009269
map04070	N13.HOG0009269
map04072	N13.HOG0009269
map04360	N13.HOG0009269
map04370	N13.HOG0009269
map04380	N13.HOG0009269
map04611	N13.HOG0009269
map04650	N13.HOG0009269
map04658	N13.HOG0009269
map04659	N13.HOG0009269
map04660	N13.HOG0009269
map04662	N13.HOG0009269
map04664	N13.HOG0009269
map04666	N13.HOG0009269
map04670	N13.HOG0009269
map04722	N13.HOG0009269
map04750	N13.HOG0009269
map04919	N13.HOG0009269
map04933	N13.HOG0009269
map05110	N13.HOG0009269
map05120	N13.HOG0009269
map05167	N13.HOG0009269
map05169	N13.HOG0009269
map05200	N13.HOG0009269
map05205	N13.HOG0009269
map05206	N13.HOG0009269
map05214	N13.HOG0009269
map05223	N13.HOG0009269
map05225	N13.HOG0009269
map05231	N13.HOG0009269
map00190	N13.HOG0009271
map01100	N13.HOG0009271
map04714	N13.HOG0009271
map04723	N13.HOG0009271
map04932	N13.HOG0009271
map05010	N13.HOG0009271
map05012	N13.HOG0009271
map05016	N13.HOG0009271
map00230	N13.HOG0009277
map00730	N13.HOG0009277
map01100	N13.HOG0009277
map01110	N13.HOG0009277
map01130	N13.HOG0009277
map04910	N13.HOG0009279
map04214	N13.HOG0009287
map04390	N13.HOG0009287
map04391	N13.HOG0009287
map04392	N13.HOG0009287
map04122	N13.HOG0009290
map04721	N13.HOG0009297
map00310	N13.HOG0009298
map04550	N13.HOG0009298
map04120	N13.HOG0009299
map00350	N13.HOG0009301
map00790	N13.HOG0009301
map00950	N13.HOG0009301
map01100	N13.HOG0009301
map04728	N13.HOG0009301
map04917	N13.HOG0009301
map05012	N13.HOG0009301
map05030	N13.HOG0009301
map05031	N13.HOG0009301
map05034	N13.HOG0009301
map04110	N13.HOG0009302
map04111	N13.HOG0009302
map04120	N13.HOG0009302
map04914	N13.HOG0009302
map03013	N13.HOG0009306
map04138	N13.HOG0009306
map04140	N13.HOG0009306
map04141	N13.HOG0009306
map04210	N13.HOG0009306
map04932	N13.HOG0009306
map05160	N13.HOG0009306
map05162	N13.HOG0009306
map05164	N13.HOG0009306
map05168	N13.HOG0009306
map04068	N13.HOG0009308
map04724	N13.HOG0009308
map00590	N13.HOG0009309
map01100	N13.HOG0009309
map03022	N13.HOG0009311
map03420	N13.HOG0009311
map00230	N13.HOG0009316
map01522	N13.HOG0009316
map04015	N13.HOG0009316
map04020	N13.HOG0009316
map04022	N13.HOG0009316
map04024	N13.HOG0009316
map04062	N13.HOG0009316
map04072	N13.HOG0009316
map04114	N13.HOG0009316
map04211	N13.HOG0009316
map04213	N13.HOG0009316
map04261	N13.HOG0009316
map04270	N13.HOG0009316
map04371	N13.HOG0009316
map04540	N13.HOG0009316
map04611	N13.HOG0009316
map04713	N13.HOG0009316
map04714	N13.HOG0009316
map04720	N13.HOG0009316
map04723	N13.HOG0009316
map04724	N13.HOG0009316
map04725	N13.HOG0009316
map04726	N13.HOG0009316
map04727	N13.HOG0009316
map04728	N13.HOG0009316
map04740	N13.HOG0009316
map04742	N13.HOG0009316
map04750	N13.HOG0009316
map04911	N13.HOG0009316
map04912	N13.HOG0009316
map04913	N13.HOG0009316
map04914	N13.HOG0009316
map04915	N13.HOG0009316
map04916	N13.HOG0009316
map04918	N13.HOG0009316
map04921	N13.HOG0009316
map04923	N13.HOG0009316
map04924	N13.HOG0009316
map04925	N13.HOG0009316
map04926	N13.HOG0009316
map04927	N13.HOG0009316
map04934	N13.HOG0009316
map04962	N13.HOG0009316
map04970	N13.HOG0009316
map04971	N13.HOG0009316
map04972	N13.HOG0009316
map04976	N13.HOG0009316
map05012	N13.HOG0009316
map05030	N13.HOG0009316
map05031	N13.HOG0009316
map05032	N13.HOG0009316
map05034	N13.HOG0009316
map05110	N13.HOG0009316
map05166	N13.HOG0009316
map05200	N13.HOG0009316
map05414	N13.HOG0009316
map04360	N13.HOG0009319
map04666	N13.HOG0009319
map04810	N13.HOG0009319
map04614	N13.HOG0009321
map04974	N13.HOG0009321
map03010	N13.HOG0009323
map00100	N13.HOG0009327
map04142	N13.HOG0009327
map04979	N13.HOG0009327
map00010	N13.HOG0009329
map01100	N13.HOG0009329
map01110	N13.HOG0009329
map01130	N13.HOG0009329
map01200	N13.HOG0009329
map03018	N13.HOG0009335
map04010	N13.HOG0009336
map04014	N13.HOG0009336
map04015	N13.HOG0009336
map04072	N13.HOG0009336
map04137	N13.HOG0009336
map04140	N13.HOG0009336
map04218	N13.HOG0009336
map04371	N13.HOG0009336
map04810	N13.HOG0009336
map05166	N13.HOG0009336
map05205	N13.HOG0009336
map04122	N13.HOG0009338
map03420	N13.HOG0009340
map04141	N13.HOG0009340
map04110	N13.HOG0009342
map04111	N13.HOG0009342
map04113	N13.HOG0009342
map04114	N13.HOG0009342
map04120	N13.HOG0009342
map04914	N13.HOG0009342
map05166	N13.HOG0009342
map04142	N13.HOG0009343
map03015	N13.HOG0009344
map00230	N13.HOG0009348
map04022	N13.HOG0009348
map04270	N13.HOG0009348
map04540	N13.HOG0009348
map04611	N13.HOG0009348
map04713	N13.HOG0009348
map04730	N13.HOG0009348
map04921	N13.HOG0009348
map04924	N13.HOG0009348
map04970	N13.HOG0009348
map03013	N13.HOG0009350
map05200	N13.HOG0009350
map05216	N13.HOG0009350
map04130	N13.HOG0009351
map04145	N13.HOG0009351
map04015	N13.HOG0009354
map04611	N13.HOG0009354
map04622	N13.HOG0009355
map04015	N13.HOG0009357
map04144	N13.HOG0009357
map04360	N13.HOG0009357
map04390	N13.HOG0009357
map04391	N13.HOG0009357
map04530	N13.HOG0009357
map05165	N13.HOG0009357
map00240	N13.HOG0009360
map01100	N13.HOG0009360
map03010	N13.HOG0009360
map04122	N13.HOG0009362
map04360	N13.HOG0009363
map04514	N13.HOG0009363
map00860	N13.HOG0009364
map01100	N13.HOG0009364
map04015	N13.HOG0009366
map04020	N13.HOG0009366
map04022	N13.HOG0009366
map04071	N13.HOG0009366
map04261	N13.HOG0009366
map04270	N13.HOG0009366
map04371	N13.HOG0009366
map04540	N13.HOG0009366
map04611	N13.HOG0009366
map04713	N13.HOG0009366
map04720	N13.HOG0009366
map04723	N13.HOG0009366
map04724	N13.HOG0009366
map04725	N13.HOG0009366
map04726	N13.HOG0009366
map04728	N13.HOG0009366
map04730	N13.HOG0009366
map04745	N13.HOG0009366
map04750	N13.HOG0009366
map04911	N13.HOG0009366
map04912	N13.HOG0009366
map04915	N13.HOG0009366
map04916	N13.HOG0009366
map04918	N13.HOG0009366
map04921	N13.HOG0009366
map04922	N13.HOG0009366
map04924	N13.HOG0009366
map04925	N13.HOG0009366
map04927	N13.HOG0009366
map04934	N13.HOG0009366
map04961	N13.HOG0009366
map04970	N13.HOG0009366
map04971	N13.HOG0009366
map04972	N13.HOG0009366
map05010	N13.HOG0009366
map05016	N13.HOG0009366
map05142	N13.HOG0009366
map05143	N13.HOG0009366
map05146	N13.HOG0009366
map05200	N13.HOG0009366
map03010	N13.HOG0009369
map04010	N13.HOG0009374
map04064	N13.HOG0009374
map04380	N13.HOG0009374
map04620	N13.HOG0009374
map04621	N13.HOG0009374
map04668	N13.HOG0009374
map05140	N13.HOG0009374
map05145	N13.HOG0009374
map05168	N13.HOG0009374
map05169	N13.HOG0009374
map03050	N13.HOG0009378
map05169	N13.HOG0009378
map00563	N13.HOG0009380
map01100	N13.HOG0009380
map03030	N13.HOG0009383
map03420	N13.HOG0009383
map03430	N13.HOG0009383
map04144	N13.HOG0009384
map04212	N13.HOG0009384
map00190	N13.HOG0009385
map01100	N13.HOG0009385
map04714	N13.HOG0009385
map00565	N13.HOG0009386
map01100	N13.HOG0009386
map04146	N13.HOG0009386
map00100	N13.HOG0009390
map04142	N13.HOG0009390
map04714	N13.HOG0009390
map04979	N13.HOG0009390
map04217	N13.HOG0009391
map04218	N13.HOG0009391
map04621	N13.HOG0009391
map04921	N13.HOG0009391
map04978	N13.HOG0009391
map04350	N13.HOG0009392
map04550	N13.HOG0009392
