XM_015317108.1	LOC107064390	LOC107064390
XM_015317067.1	LOC107064390	LOC107064390
XM_015317082.1	LOC107064390	LOC107064390
XM_015317057.1	LOC107064390	LOC107064390
XM_015317100.1	LOC107064390	LOC107064390
XM_015317116.1	LOC107064390	LOC107064390
XM_015317125.1	LOC107064390	LOC107064390
XM_015318825.1	LOC107065278	LOC107065278
XM_015318500.1	LOC107065121	LOC107065121
XM_015318514.1	LOC107065127	LOC107065127
XM_015318905.1	LOC107065294	LOC107065294
XM_015319244.1	LOC107065478	LOC107065478
XM_015317873.1	LOC107064808	LOC107064808
XM_015317845.1	LOC107064796	LOC107064796
XM_015317895.1	LOC107064813	LOC107064813
XM_015317886.1	LOC107064813	LOC107064813
XM_015334910.1	LOC107073922	LOC107073922
XM_015317858.1	LOC107064803	LOC107064803
XR_001476252.1	LOC107069923	LOC107069923
XM_015327768.1	LOC107069923	LOC107069923
XM_015327939.1	LOC107069923	LOC107069923
XM_015328022.1	LOC107069923	LOC107069923
XM_015327855.1	LOC107069923	LOC107069923
XM_015328106.1	LOC107069923	LOC107069923
XM_015327680.1	LOC107069923	LOC107069923
XM_015335033.1	LOC107073989	LOC107073989
XM_015328351.1	LOC107070229	LOC107070229
XM_015328272.1	LOC107070229	LOC107070229
XM_015328661.1	LOC107070340	LOC107070340
XM_015328573.1	LOC107070340	LOC107070340
XM_015328483.1	LOC107070340	LOC107070340
XM_015328785.1	LOC107070488	LOC107070488
XM_015329086.1	LOC107070557	LOC107070557
XM_015328912.1	LOC107070557	LOC107070557
XM_015328995.1	LOC107070557	LOC107070557
XM_015329166.1	LOC107070557	LOC107070557
XM_015329295.1	LOC107070762	LOC107070762
XM_015329885.1	LOC107070839	LOC107070839
XM_015329816.1	LOC107070839	LOC107070839
XM_015329731.1	LOC107070839	LOC107070839
XM_015329484.1	LOC107070839	LOC107070839
XM_015329653.1	LOC107070839	LOC107070839
XM_015329965.1	LOC107070839	LOC107070839
XM_015329410.1	LOC107070839	LOC107070839
XM_015329561.1	LOC107070839	LOC107070839
XR_001476436.1	LOC107071338	LOC107071338
XM_015330089.1	LOC107071238	LOC107071238
